Area,Bee_Values,Year,Continent,Flag Description
Russian Federation,3446300.0,2002,Europe,Official figure
Russian Federation,3414625.0,2003,Europe,Official figure
Russian Federation,3302799.0,2004,Europe,Official figure
Russian Federation,3296966.0,2005,Europe,Official figure
Russian Federation,3228497.0,2006,Europe,Official figure
Russian Federation,3060407.0,2007,Europe,Official figure
Russian Federation,3097174.0,2008,Europe,Official figure
Russian Federation,2975622.0,2009,Europe,Official figure
Russian Federation,3047239.0,2010,Europe,Official figure
Russian Federation,3049324.0,2011,Europe,Official figure
Russian Federation,3250096.0,2012,Europe,Official figure
Russian Federation,3284176.0,2013,Europe,Official figure
Russian Federation,3341454.0,2014,Europe,Official figure
Russian Federation,3474014.0,2015,Europe,Official figure
Russian Federation,3425405.0,2016,Europe,Official figure
Russian Federation,3316977.0,2017,Europe,Official figure
Russian Federation,3182399.0,2018,Europe,Official figure
Russian Federation,3093859.0,2019,Europe,Official figure
Russian Federation,2982452.0,2020,Europe,Official figure
Russian Federation,2889693.0,2021,Europe,Official figure
Russian Federation,2789983.0,2022,Europe,Official figure
Russian Federation,2743100.0,2023,Europe,Official figure
Serbia,275535.0,2006,Europe,Official figure
Serbia,267238.0,2007,Europe,Official figure
Serbia,298159.0,2008,Europe,Official figure
Serbia,301560.0,2009,Europe,Official figure
Serbia,319912.0,2010,Europe,Official figure
Serbia,306068.0,2011,Europe,Official figure
Serbia,665022.0,2012,Europe,Official figure
Serbia,653497.0,2013,Europe,Official figure
Serbia,677071.0,2014,Europe,Official figure
Serbia,791522.0,2015,Europe,Official figure
Serbia,792478.0,2016,Europe,Official figure
Serbia,849280.0,2017,Europe,Official figure
Serbia,914134.0,2018,Europe,Official figure
Serbia,976701.0,2019,Europe,Official figure
Serbia,979870.0,2020,Europe,Official figure
Serbia,976444.0,2021,Europe,Official figure
Serbia,977471.0,2022,Europe,Official figure
Serbia,1103300.0,2023,Europe,Official figure
Serbia and Montenegro,197000.0,1992,Europe,Official figure
Serbia and Montenegro,196000.0,1993,Europe,Official figure
Serbia and Montenegro,194000.0,1994,Europe,Official figure
Serbia and Montenegro,205000.0,1995,Europe,Official figure
Serbia and Montenegro,186000.0,1996,Europe,Official figure
Serbia and Montenegro,197000.0,1997,Europe,Official figure
Serbia and Montenegro,196000.0,1998,Europe,Official figure
Serbia and Montenegro,190900.0,1999,Europe,Official figure
Serbia and Montenegro,192000.0,2000,Europe,Official figure
Serbia and Montenegro,221000.0,2001,Europe,Official figure
Serbia and Montenegro,205000.0,2002,Europe,Official figure
Serbia and Montenegro,245000.0,2003,Europe,Official figure
Serbia and Montenegro,307000.0,2004,Europe,Official figure
Serbia and Montenegro,308111.0,2005,Europe,Official figure
Slovakia,355843.0,1993,Europe,Official figure
Slovakia,314544.0,1994,Europe,Official figure
Slovakia,305398.0,1995,Europe,Official figure
Slovakia,291405.0,1996,Europe,Official figure
Slovakia,278807.0,1997,Europe,Official figure
Slovakia,275403.0,1998,Europe,Official figure
Slovakia,279101.0,1999,Europe,Official figure
Slovakia,279101.0,2000,Europe,Official figure
Slovakia,267361.0,2001,Europe,Official figure
Slovakia,279303.0,2002,Europe,Official figure
Slovakia,262250.0,2003,Europe,Official figure
Slovakia,192002.0,2004,Europe,Official figure
Slovakia,237155.0,2005,Europe,Official figure
Slovakia,276533.0,2006,Europe,Official figure
Slovakia,246479.0,2007,Europe,Official figure
Slovakia,247678.0,2008,Europe,Official figure
Slovakia,215666.0,2009,Europe,Official figure
Slovakia,232189.0,2010,Europe,Official figure
Slovakia,239851.0,2011,Europe,Official figure
Slovakia,257449.0,2012,Europe,Official figure
Slovakia,254859.0,2013,Europe,Official figure
Slovakia,256462.0,2014,Europe,Official figure
Slovakia,273302.0,2015,Europe,Official figure
Slovakia,263009.0,2016,Europe,Official figure
Slovakia,278385.0,2017,Europe,Official figure
Slovakia,301828.0,2018,Europe,Official figure
Slovakia,308592.0,2019,Europe,Official figure
Slovakia,335000.0,2020,Europe,Official figure
Slovakia,344000.0,2021,Europe,Official figure
Slovakia,355000.0,2022,Europe,Official figure
Slovakia,342000.0,2023,Europe,Official figure
Slovenia,72611.0,1992,Europe,Official figure
Slovenia,122430.0,1993,Europe,Official figure
Slovenia,144903.0,1994,Europe,Official figure
Slovenia,152000.0,1995,Europe,Official figure
Slovenia,144000.0,1996,Europe,Official figure
Slovenia,147000.0,1997,Europe,Official figure
Slovenia,180000.0,1998,Europe,Figure from international organizations
Slovenia,120000.0,1999,Europe,Figure from international organizations
Slovenia,190000.0,2000,Europe,Figure from international organizations
Slovenia,160000.0,2001,Europe,Estimated value
Slovenia,130000.0,2002,Europe,Estimated value
Slovenia,110000.0,2003,Europe,Estimated value
Slovenia,100000.0,2004,Europe,Estimated value
Slovenia,90000.0,2005,Europe,Estimated value
Slovenia,40105.0,2006,Europe,Official figure
Slovenia,40000.0,2007,Europe,Estimated value
Slovenia,41245.0,2008,Europe,Official figure
Slovenia,46000.0,2009,Europe,Estimated value
Slovenia,52000.0,2010,Europe,Estimated value
Slovenia,59857.0,2011,Europe,Official figure
Slovenia,62500.0,2012,Europe,Estimated value
Slovenia,63000.0,2013,Europe,Estimated value
Slovenia,62716.0,2014,Europe,Official figure
Slovenia,64000.0,2015,Europe,Estimated value
Slovenia,62815.0,2016,Europe,Imputed value
Slovenia,86500.0,2017,Europe,Official figure
Slovenia,205000.0,2018,Europe,Official figure
Slovenia,208000.0,2019,Europe,Official figure
Slovenia,214000.0,2020,Europe,Official figure
Slovenia,213000.0,2021,Europe,Official figure
Slovenia,213000.0,2022,Europe,Official figure
Slovenia,208000.0,2023,Europe,Official figure
Spain,728100.0,1961,Europe,Official figure
Spain,744100.0,1962,Europe,Official figure
Spain,736100.0,1963,Europe,Official figure
Spain,685000.0,1964,Europe,Official figure
Spain,721500.0,1965,Europe,Official figure
Spain,576400.0,1966,Europe,Official figure
Spain,565180.0,1967,Europe,Official figure
Spain,581657.0,1968,Europe,Official figure
Spain,579100.0,1969,Europe,Official figure
Spain,497700.0,1970,Europe,Official figure
Spain,512200.0,1971,Europe,Official figure
Spain,504100.0,1972,Europe,Official figure
Spain,564200.0,1973,Europe,Official figure
Spain,616000.0,1974,Europe,Official figure
Spain,586000.0,1975,Europe,Official figure
Spain,588000.0,1976,Europe,Official figure
Spain,629000.0,1977,Europe,Official figure
Spain,658000.0,1978,Europe,Official figure
Spain,733000.0,1979,Europe,Official figure
Spain,797000.0,1980,Europe,Official figure
Spain,1013000.0,1981,Europe,Official figure
Spain,1035000.0,1982,Europe,Official figure
Spain,1109000.0,1983,Europe,Official figure
Spain,1182000.0,1984,Europe,Official figure
Spain,1347000.0,1985,Europe,Official figure
Spain,1354000.0,1986,Europe,Official figure
Spain,1605000.0,1987,Europe,Official figure
Spain,1453000.0,1988,Europe,Official figure
Spain,1446000.0,1989,Europe,Official figure
Spain,1560000.0,1990,Europe,Official figure
Spain,1611000.0,1991,Europe,Official figure
Spain,1621000.0,1992,Europe,Official figure
Spain,1705000.0,1993,Europe,Official figure
Spain,1684000.0,1994,Europe,Official figure
Spain,1651000.0,1995,Europe,Official figure
Spain,1854000.0,1996,Europe,Official figure
Spain,1852000.0,1997,Europe,Official figure
Spain,1890000.0,1998,Europe,Official figure
Spain,2085000.0,1999,Europe,Official figure
Spain,2125100.0,2000,Europe,Official figure
Spain,2298110.0,2001,Europe,Official figure
Spain,2227380.0,2002,Europe,Official figure
Spain,2315980.0,2003,Europe,Official figure
Spain,2397000.0,2004,Europe,Official figure
Spain,2338000.0,2005,Europe,Official figure
Spain,2345368.0,2006,Europe,Official figure
Spain,2313454.0,2007,Europe,Official figure
Spain,2388750.0,2008,Europe,Official figure
Spain,2389950.0,2009,Europe,Official figure
Spain,2438550.0,2010,Europe,Official figure
Spain,2440030.0,2011,Europe,Official figure
Spain,2429330.0,2012,Europe,Official figure
Spain,2444000.0,2013,Europe,Official figure
Spain,2557000.0,2014,Europe,Official figure
Spain,2730000.0,2015,Europe,Official figure
Spain,2834514.0,2016,Europe,Official figure
Spain,2904971.0,2017,Europe,Official figure
Spain,2965557.0,2018,Europe,Official figure
Spain,3034000.0,2019,Europe,Official figure
Spain,3102113.0,2020,Europe,Official figure
Spain,2953000.0,2021,Europe,Official figure
Spain,2923000.0,2022,Europe,Official figure
Spain,2804000.0,2023,Europe,Official figure
Sweden,200000.0,1961,Europe,Official figure
Sweden,67000.0,1962,Europe,Official figure
Sweden,100000.0,1963,Europe,Official figure
Sweden,134000.0,1964,Europe,Estimated value
Sweden,134000.0,1965,Europe,Estimated value
Sweden,134000.0,1966,Europe,Official figure
Sweden,187000.0,1967,Europe,Official figure
Sweden,167000.0,1968,Europe,Official figure
Sweden,140000.0,1969,Europe,Official figure
Sweden,100000.0,1970,Europe,Official figure
Sweden,140000.0,1971,Europe,Official figure
Sweden,140000.0,1972,Europe,Official figure
Sweden,213000.0,1973,Europe,Estimated value
Sweden,166000.0,1974,Europe,Estimated value
Sweden,180000.0,1975,Europe,Estimated value
Sweden,180000.0,1976,Europe,Estimated value
Sweden,180000.0,1977,Europe,Estimated value
Sweden,180000.0,1978,Europe,Estimated value
Sweden,180000.0,1979,Europe,Estimated value
Sweden,180000.0,1980,Europe,Estimated value
Sweden,180000.0,1981,Europe,Estimated value
Sweden,180000.0,1982,Europe,Estimated value
Sweden,180000.0,1983,Europe,Estimated value
Sweden,180000.0,1984,Europe,Estimated value
Sweden,180000.0,1985,Europe,Estimated value
Sweden,180000.0,1986,Europe,Estimated value
Sweden,180000.0,1987,Europe,Estimated value
Sweden,10103.0,1988,Europe,Official figure
Sweden,101780.0,1989,Europe,Official figure
Sweden,93705.0,1990,Europe,Official figure
Sweden,123000.0,1991,Europe,Official figure
Sweden,110000.0,1992,Europe,Official figure
Sweden,105000.0,1993,Europe,Official figure
Sweden,72000.0,1994,Europe,Official figure
Sweden,105000.0,1995,Europe,Official figure
Sweden,91000.0,1996,Europe,Official figure
Sweden,88000.0,1997,Europe,Official figure
Sweden,90000.0,1998,Europe,Official figure
Sweden,94000.0,1999,Europe,Official figure
Sweden,96000.0,2000,Europe,Official figure
Sweden,92000.0,2001,Europe,Official figure
Sweden,97000.0,2002,Europe,Official figure
Sweden,89000.0,2003,Europe,Official figure
Sweden,91000.0,2004,Europe,Official figure
Sweden,85400.0,2005,Europe,Official figure
Sweden,82000.0,2006,Europe,Official figure
Sweden,83200.0,2007,Europe,Official figure
Sweden,76800.0,2008,Europe,Official figure
Sweden,83700.0,2009,Europe,Official figure
Sweden,87720.0,2010,Europe,Official figure
Sweden,87480.0,2011,Europe,Official figure
Sweden,102731.0,2012,Europe,Official figure
Sweden,90069.0,2013,Europe,Official figure
Sweden,105850.0,2014,Europe,Official figure
Sweden,91823.0,2015,Europe,Imputed value
Sweden,90448.0,2016,Europe,Imputed value
Sweden,91105.0,2017,Europe,Imputed value
Sweden,174000.0,2018,Europe,Official figure
Sweden,174000.0,2019,Europe,Official figure
Sweden,179000.0,2020,Europe,Official figure
Sweden,179000.0,2021,Europe,Official figure
Sweden,179000.0,2022,Europe,Official figure
Sweden,179000.0,2023,Europe,Official figure
Switzerland,281388.0,1961,Europe,Official figure
Switzerland,275000.0,1962,Europe,Official figure
Switzerland,268000.0,1963,Europe,Official figure
Switzerland,268000.0,1964,Europe,Official figure
Switzerland,268000.0,1965,Europe,Official figure
Switzerland,270138.0,1966,Europe,Official figure
Switzerland,268000.0,1967,Europe,Official figure
Switzerland,268000.0,1968,Europe,Official figure
Switzerland,268000.0,1969,Europe,Official figure
Switzerland,266000.0,1970,Europe,Official figure
Switzerland,266000.0,1971,Europe,Official figure
Switzerland,264000.0,1972,Europe,Official figure
Switzerland,264905.0,1973,Europe,Official figure
Switzerland,295500.0,1974,Europe,Official figure
Switzerland,300000.0,1975,Europe,Official figure
Switzerland,300000.0,1976,Europe,Official figure
Switzerland,300000.0,1977,Europe,Official figure
Switzerland,272998.0,1978,Europe,Official figure
Switzerland,271000.0,1979,Europe,Official figure
Switzerland,272000.0,1980,Europe,Official figure
Switzerland,272000.0,1981,Europe,Official figure
Switzerland,273000.0,1982,Europe,Official figure
Switzerland,246630.0,1983,Europe,Official figure
Switzerland,247000.0,1984,Europe,Official figure
Switzerland,251000.0,1985,Europe,Official figure
Switzerland,261000.0,1986,Europe,Official figure
Switzerland,257000.0,1987,Europe,Official figure
Switzerland,247888.0,1988,Europe,Official figure
Switzerland,243000.0,1989,Europe,Official figure
Switzerland,275770.0,1990,Europe,Official figure
Switzerland,261243.0,1991,Europe,Official figure
Switzerland,272205.0,1992,Europe,Official figure
Switzerland,271205.0,1993,Europe,Official figure
Switzerland,269938.0,1994,Europe,Official figure
Switzerland,269180.0,1995,Europe,Official figure
Switzerland,269490.0,1996,Europe,Official figure
Switzerland,266438.0,1997,Europe,Official figure
Switzerland,259805.0,1998,Europe,Official figure
Switzerland,246278.0,1999,Europe,Official figure
Switzerland,235801.0,2000,Europe,Official figure
Switzerland,221573.0,2001,Europe,Official figure
Switzerland,214280.0,2002,Europe,Official figure
Switzerland,208008.0,2003,Europe,Official figure
Switzerland,207945.0,2004,Europe,Official figure
Switzerland,208091.0,2005,Europe,Official figure
Switzerland,202839.0,2006,Europe,Official figure
Switzerland,193355.0,2007,Europe,Official figure
Switzerland,180026.0,2008,Europe,Official figure
Switzerland,173814.0,2009,Europe,Official figure
Switzerland,165045.0,2010,Europe,Official figure
Switzerland,169391.0,2011,Europe,Official figure
Switzerland,161447.0,2012,Europe,Official figure
Switzerland,169391.0,2013,Europe,Official figure
Switzerland,168415.0,2014,Europe,Official figure
Switzerland,168965.0,2015,Europe,Official figure
Switzerland,172680.0,2016,Europe,Official figure
Switzerland,174986.0,2017,Europe,Official figure
Switzerland,179704.0,2018,Europe,Official figure
Switzerland,183170.0,2019,Europe,Official figure
Switzerland,186827.0,2020,Europe,Official figure
Switzerland,196451.0,2021,Europe,Official figure
Switzerland,192917.0,2022,Europe,Official figure
Switzerland,198074.0,2023,Europe,Official figure
Ukraine,3526.0,1992,Europe,Official figure
Ukraine,3965.0,1993,Europe,Official figure
Ukraine,4220.0,1994,Europe,Official figure
Ukraine,3965.0,1995,Europe,Official figure
Ukraine,3433.0,1996,Europe,Official figure
Ukraine,3125.0,1997,Europe,Official figure
Ukraine,3002.0,1998,Europe,Official figure
Ukraine,2974.0,1999,Europe,Official figure
Ukraine,2857.0,2000,Europe,Official figure
Ukraine,2849.0,2001,Europe,Official figure
Ukraine,2908.0,2002,Europe,Official figure
Ukraine,2811.0,2003,Europe,Official figure
Ukraine,2758.0,2004,Europe,Official figure
Ukraine,2980.0,2005,Europe,Official figure
Ukraine,3369.0,2006,Europe,Official figure
Ukraine,3456.0,2007,Europe,Official figure
Ukraine,3422.0,2008,Europe,Official figure
Ukraine,3250.0,2009,Europe,Official figure
Ukraine,3150.0,2010,Europe,Official figure
Ukraine,2922.0,2011,Europe,Official figure
Ukraine,2891.0,2012,Europe,Official figure
Ukraine,2936.0,2013,Europe,Official figure
Ukraine,2873.0,2014,Europe,Official figure
Ukraine,2700.0,2015,Europe,Official figure
Ukraine,2600.0,2016,Europe,Official figure
Ukraine,2487.0,2017,Europe,Official figure
Ukraine,2642.0,2018,Europe,Official figure
Ukraine,2601.0,2019,Europe,Official figure
Ukraine,2633.0,2020,Europe,Official figure
Ukraine,2594.0,2021,Europe,Official figure
Ukraine,2686.0,2022,Europe,Official figure
Ukraine,2403.0,2023,Europe,Official figure
USSR,10250000.0,1961,Europe,Estimated value
USSR,10250000.0,1962,Europe,Estimated value
USSR,10986000.0,1963,Europe,Official figure
USSR,10325000.0,1964,Europe,Official figure
USSR,9930000.0,1965,Europe,Official figure
USSR,10004000.0,1966,Europe,Official figure
USSR,9901000.0,1967,Europe,Official figure
USSR,9831000.0,1968,Europe,Official figure
USSR,9847000.0,1969,Europe,Official figure
USSR,9515000.0,1970,Europe,Official figure
USSR,9765000.0,1971,Europe,Official figure
USSR,9822000.0,1972,Europe,Official figure
USSR,9963000.0,1973,Europe,Official figure
USSR,9783000.0,1974,Europe,Official figure
USSR,9597000.0,1975,Europe,Official figure
USSR,9241000.0,1976,Europe,Official figure
USSR,9429000.0,1977,Europe,Official figure
USSR,9206000.0,1978,Europe,Official figure
USSR,8465000.0,1979,Europe,Official figure
USSR,8189000.0,1980,Europe,Official figure
USSR,8000000.0,1981,Europe,Figure from international organizations
USSR,7949000.0,1982,Europe,Official figure
USSR,8074000.0,1983,Europe,Official figure
USSR,7882000.0,1984,Europe,Official figure
USSR,8157000.0,1985,Europe,Official figure
USSR,8529000.0,1986,Europe,Official figure
USSR,8700000.0,1987,Europe,Estimated value
USSR,8800000.0,1988,Europe,Estimated value
USSR,9000000.0,1989,Europe,Estimated value
USSR,9100000.0,1990,Europe,Estimated value
USSR,9200000.0,1991,Europe,Estimated value
Yugoslav SFR,550000.0,1961,Europe,Estimated value
Yugoslav SFR,675000.0,1962,Europe,Estimated value
Yugoslav SFR,752000.0,1963,Europe,Official figure
Yugoslav SFR,772000.0,1964,Europe,Official figure
Yugoslav SFR,713000.0,1965,Europe,Official figure
Yugoslav SFR,717000.0,1966,Europe,Official figure
Yugoslav SFR,770000.0,1967,Europe,Official figure
Yugoslav SFR,825000.0,1968,Europe,Official figure
Yugoslav SFR,853000.0,1969,Europe,Official figure
Yugoslav SFR,896000.0,1970,Europe,Official figure
Yugoslav SFR,959000.0,1971,Europe,Official figure
Yugoslav SFR,956000.0,1972,Europe,Official figure
Yugoslav SFR,776000.0,1973,Europe,Official figure
Yugoslav SFR,789000.0,1974,Europe,Official figure
Yugoslav SFR,856000.0,1975,Europe,Official figure
Yugoslav SFR,820000.0,1976,Europe,Official figure
Yugoslav SFR,780000.0,1977,Europe,Official figure
Yugoslav SFR,899000.0,1978,Europe,Official figure
Yugoslav SFR,885000.0,1979,Europe,Official figure
Yugoslav SFR,861000.0,1980,Europe,Official figure
Yugoslav SFR,892000.0,1981,Europe,Official figure
Yugoslav SFR,875000.0,1982,Europe,Estimated value
Yugoslav SFR,880000.0,1983,Europe,Estimated value
Yugoslav SFR,880000.0,1984,Europe,Estimated value
Yugoslav SFR,885000.0,1985,Europe,Estimated value
Yugoslav SFR,900000.0,1986,Europe,Estimated value
Yugoslav SFR,900000.0,1987,Europe,Estimated value
Yugoslav SFR,680000.0,1988,Europe,Estimated value
Yugoslav SFR,508015.0,1989,Europe,Figure from international organizations
Yugoslav SFR,501349.0,1990,Europe,Figure from international organizations
Yugoslav SFR,520275.0,1991,Europe,Figure from international organizations
