Area,Bee_Values,Year,Continent,Flag Description
Albania,95100.0,1961,Europe,Official figure
Albania,92800.0,1962,Europe,Official figure
Albania,83500.0,1963,Europe,Official figure
Albania,96500.0,1964,Europe,Official figure
Albania,109800.0,1965,Europe,Official figure
Albania,105800.0,1966,Europe,Official figure
Albania,98100.0,1967,Europe,Official figure
Albania,86000.0,1968,Europe,Official figure
Albania,88600.0,1969,Europe,Official figure
Albania,99800.0,1970,Europe,Official figure
Albania,99800.0,1971,Europe,Official figure
Albania,89900.0,1972,Europe,Official figure
Albania,90000.0,1973,Europe,Estimated value
Albania,90000.0,1974,Europe,Estimated value
Albania,90000.0,1975,Europe,Estimated value
Albania,90000.0,1976,Europe,Estimated value
Albania,100000.0,1977,Europe,Estimated value
Albania,100000.0,1978,Europe,Estimated value
Albania,100000.0,1979,Europe,Estimated value
Albania,110000.0,1980,Europe,Official figure
Albania,106000.0,1981,Europe,Estimated value
Albania,100000.0,1982,Europe,Estimated value
Albania,95000.0,1983,Europe,Estimated value
Albania,90000.0,1984,Europe,Estimated value
Albania,81000.0,1985,Europe,Official figure
Albania,83000.0,1986,Europe,Official figure
Albania,87000.0,1987,Europe,Official figure
Albania,82000.0,1988,Europe,Official figure
Albania,86000.0,1989,Europe,Official figure
Albania,80000.0,1990,Europe,Official figure
Albania,72900.0,1991,Europe,Official figure
Albania,36200.0,1992,Europe,Official figure
Albania,20000.0,1993,Europe,Official figure
Albania,26900.0,1994,Europe,Official figure
Albania,40000.0,1995,Europe,Official figure
Albania,53900.0,1996,Europe,Official figure
Albania,57300.0,1997,Europe,Official figure
Albania,56500.0,1998,Europe,Official figure
Albania,67000.0,1999,Europe,Official figure
Albania,76000.0,2000,Europe,Official figure
Albania,82000.0,2001,Europe,Official figure
Albania,92000.0,2002,Europe,Official figure
Albania,111000.0,2003,Europe,Official figure
Albania,131800.0,2004,Europe,Official figure
Albania,157000.0,2005,Europe,Official figure
Albania,173000.0,2006,Europe,Official figure
Albania,171000.0,2007,Europe,Official figure
Albania,175000.0,2008,Europe,Official figure
Albania,203300.0,2009,Europe,Official figure
Albania,218000.0,2010,Europe,Official figure
Albania,233000.0,2011,Europe,Official figure
Albania,239081.0,2012,Europe,Official figure
Albania,246151.0,2013,Europe,Official figure
Albania,261452.0,2014,Europe,Official figure
Albania,271139.0,2015,Europe,Official figure
Albania,302962.0,2016,Europe,Official figure
Albania,289962.0,2017,Europe,Official figure
Albania,285455.0,2018,Europe,Official figure
Albania,288329.0,2019,Europe,Official figure
Albania,358365.0,2020,Europe,Official figure
Albania,393635.0,2021,Europe,Official figure
Albania,479096.0,2022,Europe,Official figure
Albania,518790.0,2023,Europe,Official figure
Austria,466619.0,1961,Europe,Official figure
Austria,448670.0,1962,Europe,Official figure
Austria,437232.0,1963,Europe,Official figure
Austria,421750.0,1964,Europe,Official figure
Austria,419560.0,1965,Europe,Official figure
Austria,430183.0,1966,Europe,Official figure
Austria,429457.0,1967,Europe,Official figure
Austria,417619.0,1968,Europe,Official figure
Austria,428832.0,1969,Europe,Official figure
Austria,412038.0,1970,Europe,Official figure
Austria,421765.0,1971,Europe,Official figure
Austria,406215.0,1972,Europe,Official figure
Austria,409923.0,1973,Europe,Official figure
Austria,361624.0,1974,Europe,Official figure
Austria,375512.0,1975,Europe,Official figure
Austria,344883.0,1976,Europe,Official figure
Austria,369801.0,1977,Europe,Official figure
Austria,396846.0,1978,Europe,Official figure
Austria,399357.0,1979,Europe,Official figure
Austria,394000.0,1980,Europe,Official figure
Austria,397400.0,1981,Europe,Official figure
Austria,399700.0,1982,Europe,Official figure
Austria,410601.0,1983,Europe,Official figure
Austria,446348.0,1984,Europe,Official figure
Austria,447242.0,1985,Europe,Official figure
Austria,436849.0,1986,Europe,Official figure
Austria,421238.0,1987,Europe,Official figure
Austria,409800.0,1988,Europe,Official figure
Austria,452607.0,1989,Europe,Official figure
Austria,457061.0,1990,Europe,Official figure
Austria,457061.0,1991,Europe,Official figure
Austria,483212.0,1992,Europe,Official figure
Austria,430071.0,1993,Europe,Official figure
Austria,411082.0,1994,Europe,Official figure
Austria,399246.0,1995,Europe,Official figure
Austria,393223.0,1996,Europe,Official figure
Austria,381567.0,1997,Europe,Official figure
Austria,369171.0,1998,Europe,Official figure
Austria,343062.0,1999,Europe,Official figure
Austria,330672.0,2000,Europe,Official figure
Austria,310000.0,2001,Europe,Official figure
Austria,345000.0,2002,Europe,Official figure
Austria,327346.0,2003,Europe,Official figure
Austria,283300.0,2004,Europe,Official figure
Austria,327346.0,2005,Europe,Official figure
Austria,311000.0,2006,Europe,Official figure
Austria,298000.0,2007,Europe,Estimated value
Austria,300000.0,2008,Europe,Estimated value
Austria,330000.0,2009,Europe,Estimated value
Austria,367583.0,2010,Europe,Official figure
Austria,368183.0,2011,Europe,Official figure
Austria,376485.0,2012,Europe,Official figure
Austria,382638.0,2013,Europe,Official figure
Austria,376121.0,2014,Europe,Official figure
Austria,347100.0,2015,Europe,Official figure
Austria,354100.0,2016,Europe,Official figure
Austria,353300.0,2017,Europe,Official figure
Austria,372900.0,2018,Europe,Official figure
Austria,372900.0,2019,Europe,Official figure
Austria,426000.0,2020,Europe,Official figure
Austria,456000.0,2021,Europe,Official figure
Austria,480000.0,2022,Europe,Official figure
Austria,494000.0,2023,Europe,Official figure
Belarus,270000.0,1992,Europe,Estimated value
Belarus,300000.0,1993,Europe,Estimated value
Belarus,250000.0,1994,Europe,Estimated value
Belarus,200000.0,1995,Europe,Estimated value
Belarus,272000.0,1996,Europe,Official figure
Belarus,240000.0,1997,Europe,Estimated value
Belarus,232000.0,1998,Europe,Official figure
Belarus,200000.0,1999,Europe,Estimated value
Belarus,190000.0,2000,Europe,Estimated value
Belarus,191700.0,2001,Europe,Official figure
Belarus,196100.0,2002,Europe,Official figure
Belarus,184600.0,2003,Europe,Official figure
Belarus,161700.0,2004,Europe,Official figure
Belarus,179500.0,2005,Europe,Official figure
Belarus,199700.0,2006,Europe,Official figure
Belarus,208200.0,2007,Europe,Official figure
Belarus,213200.0,2008,Europe,Official figure
Belarus,214500.0,2009,Europe,Official figure
Belarus,224800.0,2010,Europe,Official figure
Belarus,223000.0,2011,Europe,Official figure
Belarus,223000.0,2012,Europe,Official figure
Belarus,217000.0,2013,Europe,Official figure
Belarus,219000.0,2014,Europe,Official figure
Belarus,218000.0,2015,Europe,Official figure
Belarus,215000.0,2016,Europe,Official figure
Belarus,207000.0,2017,Europe,Official figure
Belarus,207000.0,2018,Europe,Official figure
Belarus,211000.0,2019,Europe,Official figure
Belarus,160000.0,2020,Europe,Official figure
Belarus,156000.0,2021,Europe,Official figure
Belarus,154000.0,2022,Europe,Official figure
Belarus,154000.0,2023,Europe,Official figure
Belgium,29000.0,2000,Europe,Estimated value
Belgium,29000.0,2001,Europe,Estimated value
Belgium,29000.0,2002,Europe,Estimated value
Belgium,29000.0,2003,Europe,Estimated value
Belgium,29000.0,2004,Europe,Estimated value
Belgium,29000.0,2005,Europe,Estimated value
Belgium,29000.0,2006,Europe,Estimated value
Belgium,29500.0,2007,Europe,Estimated value
Belgium,29500.0,2008,Europe,Estimated value
Belgium,30000.0,2009,Europe,Estimated value
Belgium,30000.0,2010,Europe,Estimated value
Belgium,31000.0,2011,Europe,Estimated value
Belgium,31500.0,2012,Europe,Estimated value
Belgium,31500.0,2013,Europe,Estimated value
Belgium,32000.0,2014,Europe,Estimated value
Belgium,32329.0,2015,Europe,Imputed value
Belgium,32877.0,2016,Europe,Imputed value
Belgium,33314.0,2017,Europe,Imputed value
Belgium-Luxembourg,50717.0,1961,Europe,Official figure
Belgium-Luxembourg,47371.0,1962,Europe,Official figure
Belgium-Luxembourg,49140.0,1963,Europe,Official figure
Belgium-Luxembourg,45389.0,1964,Europe,Official figure
Belgium-Luxembourg,47246.0,1965,Europe,Official figure
Belgium-Luxembourg,33488.0,1966,Europe,Official figure
Belgium-Luxembourg,31174.0,1967,Europe,Official figure
Belgium-Luxembourg,30873.0,1968,Europe,Official figure
Belgium-Luxembourg,31422.0,1969,Europe,Official figure
Belgium-Luxembourg,30201.0,1970,Europe,Official figure
Belgium-Luxembourg,30083.0,1971,Europe,Official figure
Belgium-Luxembourg,29881.0,1972,Europe,Official figure
Belgium-Luxembourg,28107.0,1973,Europe,Official figure
Belgium-Luxembourg,26918.0,1974,Europe,Official figure
Belgium-Luxembourg,25782.0,1975,Europe,Official figure
Belgium-Luxembourg,23780.0,1976,Europe,Official figure
Belgium-Luxembourg,23744.0,1977,Europe,Official figure
Belgium-Luxembourg,20115.0,1978,Europe,Official figure
Belgium-Luxembourg,17363.0,1979,Europe,Official figure
Belgium-Luxembourg,18044.0,1980,Europe,Official figure
Belgium-Luxembourg,15566.0,1981,Europe,Official figure
Belgium-Luxembourg,15260.0,1982,Europe,Official figure
Belgium-Luxembourg,24638.0,1983,Europe,Official figure
Belgium-Luxembourg,25000.0,1984,Europe,Estimated value
Belgium-Luxembourg,25000.0,1985,Europe,Estimated value
Belgium-Luxembourg,25000.0,1986,Europe,Estimated value
Belgium-Luxembourg,25000.0,1987,Europe,Estimated value
Belgium-Luxembourg,27000.0,1988,Europe,Estimated value
Belgium-Luxembourg,28000.0,1989,Europe,Estimated value
Belgium-Luxembourg,28000.0,1990,Europe,Estimated value
Belgium-Luxembourg,28000.0,1991,Europe,Estimated value
Belgium-Luxembourg,28000.0,1992,Europe,Estimated value
Belgium-Luxembourg,28000.0,1993,Europe,Estimated value
Belgium-Luxembourg,28000.0,1994,Europe,Estimated value
Belgium-Luxembourg,28000.0,1995,Europe,Estimated value
Belgium-Luxembourg,28000.0,1996,Europe,Estimated value
Belgium-Luxembourg,29000.0,1997,Europe,Estimated value
Belgium-Luxembourg,29000.0,1998,Europe,Estimated value
Belgium-Luxembourg,29000.0,1999,Europe,Estimated value
Bosnia and Herzegovina,43000.0,1992,Europe,Estimated value
Bosnia and Herzegovina,44000.0,1993,Europe,Estimated value
Bosnia and Herzegovina,44000.0,1994,Europe,Estimated value
Bosnia and Herzegovina,45000.0,1995,Europe,Estimated value
Bosnia and Herzegovina,48106.0,1996,Europe,Official figure
Bosnia and Herzegovina,59967.0,1997,Europe,Official figure
Bosnia and Herzegovina,69512.0,1998,Europe,Official figure
Bosnia and Herzegovina,72800.0,1999,Europe,Figure from international organizations
Bosnia and Herzegovina,90000.0,2000,Europe,Official figure
Bosnia and Herzegovina,106000.0,2001,Europe,Official figure
Bosnia and Herzegovina,125000.0,2002,Europe,Official figure
Bosnia and Herzegovina,137000.0,2003,Europe,Official figure
Bosnia and Herzegovina,240723.0,2004,Europe,Official figure
Bosnia and Herzegovina,259570.0,2005,Europe,Official figure
Bosnia and Herzegovina,283227.0,2006,Europe,Official figure
Bosnia and Herzegovina,310749.0,2007,Europe,Official figure
Bosnia and Herzegovina,333850.0,2008,Europe,Official figure
Bosnia and Herzegovina,347168.0,2009,Europe,Official figure
Bosnia and Herzegovina,366571.0,2010,Europe,Official figure
Bosnia and Herzegovina,381876.0,2011,Europe,Official figure
Bosnia and Herzegovina,383946.0,2012,Europe,Official figure
Bosnia and Herzegovina,392659.0,2013,Europe,Official figure
Bosnia and Herzegovina,392348.0,2014,Europe,Official figure
Bosnia and Herzegovina,393188.0,2015,Europe,Official figure
Bosnia and Herzegovina,409887.0,2016,Europe,Official figure
Bosnia and Herzegovina,404698.0,2017,Europe,Official figure
Bosnia and Herzegovina,402630.0,2018,Europe,Official figure
Bosnia and Herzegovina,423406.0,2019,Europe,Official figure
Bosnia and Herzegovina,446759.0,2020,Europe,Official figure
Bosnia and Herzegovina,262945.0,2021,Europe,Official figure
Bosnia and Herzegovina,298756.0,2022,Europe,Official figure
Bosnia and Herzegovina,312867.0,2023,Europe,Official figure
Bulgaria,625527.0,1961,Europe,Official figure
Bulgaria,669633.0,1962,Europe,Official figure
Bulgaria,636834.0,1963,Europe,Official figure
Bulgaria,663638.0,1964,Europe,Official figure
Bulgaria,657868.0,1965,Europe,Official figure
Bulgaria,632169.0,1966,Europe,Official figure
Bulgaria,651663.0,1967,Europe,Official figure
Bulgaria,711204.0,1968,Europe,Official figure
Bulgaria,718696.0,1969,Europe,Official figure
Bulgaria,727994.0,1970,Europe,Official figure
Bulgaria,763905.0,1971,Europe,Official figure
Bulgaria,764994.0,1972,Europe,Official figure
Bulgaria,748236.0,1973,Europe,Official figure
Bulgaria,728063.0,1974,Europe,Official figure
Bulgaria,712657.0,1975,Europe,Official figure
Bulgaria,709982.0,1976,Europe,Official figure
Bulgaria,702151.0,1977,Europe,Official figure
Bulgaria,682974.0,1978,Europe,Official figure
Bulgaria,652746.0,1979,Europe,Official figure
Bulgaria,621946.0,1980,Europe,Official figure
Bulgaria,619362.0,1981,Europe,Official figure
Bulgaria,580782.0,1982,Europe,Official figure
Bulgaria,565522.0,1983,Europe,Official figure
Bulgaria,598663.0,1984,Europe,Official figure
Bulgaria,582110.0,1985,Europe,Official figure
Bulgaria,572069.0,1986,Europe,Official figure
Bulgaria,597968.0,1987,Europe,Official figure
Bulgaria,612952.0,1988,Europe,Official figure
Bulgaria,634480.0,1989,Europe,Official figure
Bulgaria,615273.0,1990,Europe,Official figure
Bulgaria,594731.0,1991,Europe,Official figure
Bulgaria,493540.0,1992,Europe,Official figure
Bulgaria,429271.0,1993,Europe,Official figure
Bulgaria,337584.0,1994,Europe,Official figure
Bulgaria,247712.0,1995,Europe,Official figure
Bulgaria,265917.0,1996,Europe,Official figure
Bulgaria,265984.0,1997,Europe,Official figure
Bulgaria,296278.0,1998,Europe,Official figure
Bulgaria,311064.0,1999,Europe,Official figure
Bulgaria,334865.0,2000,Europe,Official figure
Bulgaria,349452.0,2001,Europe,Official figure
Bulgaria,334000.0,2002,Europe,Estimated value
Bulgaria,310928.0,2003,Europe,Official figure
Bulgaria,409656.0,2004,Europe,Official figure
Bulgaria,450000.0,2005,Europe,Official figure
Bulgaria,671674.0,2006,Europe,Official figure
Bulgaria,718822.0,2007,Europe,Official figure
Bulgaria,652586.0,2008,Europe,Official figure
Bulgaria,624965.0,2009,Europe,Official figure
Bulgaria,613262.0,2010,Europe,Official figure
Bulgaria,547676.0,2011,Europe,Official figure
Bulgaria,529117.0,2012,Europe,Official figure
Bulgaria,541564.0,2013,Europe,Official figure
Bulgaria,577303.0,2014,Europe,Official figure
Bulgaria,588379.0,2015,Europe,Official figure
Bulgaria,747434.0,2016,Europe,Official figure
Bulgaria,754105.0,2017,Europe,Official figure
Bulgaria,765772.0,2018,Europe,Official figure
Bulgaria,783348.0,2019,Europe,Official figure
Bulgaria,863000.0,2020,Europe,Official figure
Bulgaria,838000.0,2021,Europe,Official figure
Bulgaria,823000.0,2022,Europe,Official figure
Bulgaria,817000.0,2023,Europe,Official figure
Croatia,59000.0,1992,Europe,Official figure
Croatia,59000.0,1993,Europe,Official figure
Croatia,63000.0,1994,Europe,Official figure
Croatia,60000.0,1995,Europe,Official figure
Croatia,62000.0,1996,Europe,Official figure
Croatia,72000.0,1997,Europe,Official figure
Croatia,86000.0,1998,Europe,Official figure
Croatia,87000.0,1999,Europe,Official figure
Croatia,98000.0,2000,Europe,Official figure
Croatia,98000.0,2001,Europe,Official figure
Croatia,107000.0,2002,Europe,Official figure
Croatia,111000.0,2003,Europe,Official figure
Croatia,119000.0,2004,Europe,Official figure
Croatia,167000.0,2005,Europe,Official figure
Croatia,162000.0,2006,Europe,Official figure
Croatia,314000.0,2007,Europe,Official figure
Croatia,310000.0,2008,Europe,Official figure
Croatia,304000.0,2009,Europe,Official figure
Croatia,308000.0,2010,Europe,Official figure
Croatia,405000.0,2011,Europe,Official figure
Croatia,492000.0,2012,Europe,Official figure
Croatia,547300.0,2013,Europe,Official figure
Croatia,560400.0,2014,Europe,Official figure
Croatia,564700.0,2015,Europe,Official figure
Croatia,495800.0,2016,Europe,Official figure
Croatia,406407.0,2017,Europe,Official figure
Croatia,372002.0,2018,Europe,Official figure
Croatia,418657.0,2019,Europe,Official figure
Croatia,461000.0,2020,Europe,Official figure
Croatia,460000.0,2021,Europe,Official figure
Croatia,461000.0,2022,Europe,Official figure
Croatia,450000.0,2023,Europe,Official figure
Czechia,678668.0,1993,Europe,Official figure
Czechia,630026.0,1994,Europe,Official figure
Czechia,622336.0,1995,Europe,Official figure
Czechia,537136.0,1996,Europe,Official figure
Czechia,510363.0,1997,Europe,Official figure
Czechia,542161.0,1998,Europe,Official figure
Czechia,564982.0,1999,Europe,Official figure
Czechia,534814.0,2000,Europe,Official figure
Czechia,537226.0,2001,Europe,Official figure
Czechia,517743.0,2002,Europe,Official figure
Czechia,477743.0,2003,Europe,Official figure
Czechia,556853.0,2004,Europe,Official figure
Czechia,551681.0,2005,Europe,Official figure
Czechia,525560.0,2006,Europe,Official figure
Czechia,520084.0,2007,Europe,Official figure
Czechia,461086.0,2008,Europe,Official figure
Czechia,497946.0,2009,Europe,Official figure
Czechia,528186.0,2010,Europe,Official figure
Czechia,565419.0,2011,Europe,Official figure
Czechia,540705.0,2012,Europe,Official figure
Czechia,533040.0,2013,Europe,Official figure
Czechia,588060.0,2014,Europe,Official figure
Czechia,576534.0,2015,Europe,Official figure
Czechia,662253.0,2016,Europe,Official figure
Czechia,637553.0,2017,Europe,Official figure
Czechia,631811.0,2018,Europe,Official figure
Czechia,642825.0,2019,Europe,Official figure
Czechia,642000.0,2020,Europe,Official figure
Czechia,661000.0,2021,Europe,Official figure
Czechia,654000.0,2022,Europe,Official figure
Czechia,715462.0,2023,Europe,Official figure
Czechoslovakia,886715.0,1961,Europe,Official figure
Czechoslovakia,843725.0,1962,Europe,Official figure
Czechoslovakia,773771.0,1963,Europe,Official figure
Czechoslovakia,782359.0,1964,Europe,Official figure
Czechoslovakia,830000.0,1965,Europe,Official figure
Czechoslovakia,882641.0,1966,Europe,Official figure
Czechoslovakia,926534.0,1967,Europe,Official figure
Czechoslovakia,985874.0,1968,Europe,Official figure
Czechoslovakia,1046674.0,1969,Europe,Official figure
Czechoslovakia,1060538.0,1970,Europe,Official figure
Czechoslovakia,1060538.0,1971,Europe,Official figure
Czechoslovakia,1073768.0,1972,Europe,Official figure
Czechoslovakia,1047087.0,1973,Europe,Official figure
Czechoslovakia,1050569.0,1974,Europe,Official figure
Czechoslovakia,1072521.0,1975,Europe,Official figure
Czechoslovakia,1056201.0,1976,Europe,Official figure
Czechoslovakia,1025748.0,1977,Europe,Official figure
Czechoslovakia,1031620.0,1978,Europe,Official figure
Czechoslovakia,1014936.0,1979,Europe,Official figure
Czechoslovakia,992702.0,1980,Europe,Official figure
Czechoslovakia,958451.0,1981,Europe,Official figure
Czechoslovakia,948185.0,1982,Europe,Official figure
Czechoslovakia,943323.0,1983,Europe,Official figure
Czechoslovakia,969817.0,1984,Europe,Official figure
Czechoslovakia,970000.0,1985,Europe,Estimated value
Czechoslovakia,980000.0,1986,Europe,Estimated value
Czechoslovakia,970000.0,1987,Europe,Estimated value
Czechoslovakia,970000.0,1988,Europe,Estimated value
Czechoslovakia,1093926.0,1989,Europe,Figure from international organizations
Czechoslovakia,1120720.0,1990,Europe,Figure from international organizations
Czechoslovakia,1001566.0,1991,Europe,Figure from international organizations
Czechoslovakia,903600.0,1992,Europe,Estimated value
Estonia,55900.0,1992,Europe,Official figure
Estonia,55000.0,1993,Europe,Estimated value
Estonia,53000.0,1994,Europe,Estimated value
Estonia,50000.0,1995,Europe,Estimated value
Estonia,48000.0,1996,Europe,Estimated value
Estonia,19900.0,1997,Europe,Official figure
Estonia,20600.0,1998,Europe,Official figure
Estonia,20500.0,1999,Europe,Official figure
Estonia,23400.0,2000,Europe,Official figure
Estonia,37000.0,2001,Europe,Official figure
Estonia,47500.0,2002,Europe,Official figure
Estonia,50500.0,2003,Europe,Official figure
Estonia,34500.0,2004,Europe,Official figure
Estonia,32700.0,2005,Europe,Official figure
Estonia,33000.0,2006,Europe,Official figure
Estonia,38000.0,2007,Europe,Official figure
Estonia,29700.0,2008,Europe,Official figure
Estonia,24800.0,2009,Europe,Official figure
Estonia,27500.0,2010,Europe,Official figure
Estonia,28300.0,2011,Europe,Official figure
Estonia,26400.0,2012,Europe,Official figure
Estonia,41400.0,2013,Europe,Official figure
Estonia,39000.0,2014,Europe,Official figure
Estonia,46800.0,2015,Europe,Official figure
Estonia,47800.0,2016,Europe,Official figure
Estonia,49900.0,2017,Europe,Official figure
Estonia,48700.0,2018,Europe,Official figure
Estonia,49300.0,2019,Europe,Official figure
Estonia,47900.0,2020,Europe,Official figure
Estonia,50200.0,2021,Europe,Official figure
Estonia,55000.0,2022,Europe,Official figure
Estonia,52000.0,2023,Europe,Official figure
Finland,20000.0,1961,Europe,Estimated value
Finland,20000.0,1962,Europe,Estimated value
Finland,19000.0,1963,Europe,Estimated value
Finland,19000.0,1964,Europe,Estimated value
Finland,20000.0,1965,Europe,Estimated value
Finland,19500.0,1966,Europe,Estimated value
Finland,19800.0,1967,Europe,Estimated value
Finland,21000.0,1968,Europe,Estimated value
Finland,21000.0,1969,Europe,Estimated value
Finland,22000.0,1970,Europe,Estimated value
Finland,22000.0,1971,Europe,Estimated value
Finland,30000.0,1972,Europe,Official figure
Finland,30000.0,1973,Europe,Official figure
Finland,30000.0,1974,Europe,Official figure
Finland,31000.0,1975,Europe,Official figure
Finland,30000.0,1976,Europe,Official figure
Finland,30000.0,1977,Europe,Official figure
Finland,30200.0,1978,Europe,Estimated value
Finland,32000.0,1979,Europe,Estimated value
Finland,33000.0,1980,Europe,Estimated value
Finland,35000.0,1981,Europe,Estimated value
Finland,64000.0,1982,Europe,Estimated value
Finland,50000.0,1983,Europe,Estimated value
Finland,46000.0,1984,Europe,Estimated value
Finland,50000.0,1985,Europe,Estimated value
Finland,62000.0,1986,Europe,Estimated value
Finland,49000.0,1987,Europe,Estimated value
Finland,70000.0,1988,Europe,Estimated value
Finland,47000.0,1989,Europe,Official figure
Finland,50000.0,1990,Europe,Official figure
Finland,49000.0,1991,Europe,Official figure
Finland,49000.0,1992,Europe,Official figure
Finland,49000.0,1993,Europe,Official figure
Finland,44000.0,1994,Europe,Official figure
Finland,42000.0,1995,Europe,Official figure
Finland,40000.0,1996,Europe,Official figure
Finland,40000.0,1997,Europe,Official figure
Finland,42000.0,1998,Europe,Official figure
Finland,39000.0,1999,Europe,Official figure
Finland,42000.0,2000,Europe,Official figure
Finland,44000.0,2001,Europe,Official figure
Finland,47000.0,2002,Europe,Official figure
Finland,37000.0,2003,Europe,Official figure
Finland,46000.0,2004,Europe,Official figure
Finland,53000.0,2005,Europe,Official figure
Finland,54000.0,2006,Europe,Official figure
Finland,53000.0,2007,Europe,Official figure
Finland,43000.0,2008,Europe,Official figure
Finland,41000.0,2009,Europe,Official figure
Finland,37000.0,2010,Europe,Official figure
Finland,37000.0,2011,Europe,Official figure
Finland,38000.0,2012,Europe,Official figure
Finland,43000.0,2013,Europe,Official figure
Finland,60000.0,2014,Europe,Official figure
Finland,61000.0,2015,Europe,Official figure
Finland,64000.0,2016,Europe,Official figure
Finland,67000.0,2017,Europe,Official figure
Finland,72300.0,2018,Europe,Official figure
Finland,83900.0,2019,Europe,Official figure
Finland,82000.0,2020,Europe,Official figure
Finland,86000.0,2021,Europe,Official figure
Finland,78000.0,2022,Europe,Official figure
Finland,82000.0,2023,Europe,Official figure
France,890000.0,1961,Europe,Estimated value
France,900000.0,1962,Europe,Estimated value
France,920000.0,1963,Europe,Estimated value
France,931518.0,1964,Europe,Official figure
France,969314.0,1965,Europe,Official figure
France,977426.0,1966,Europe,Official figure
France,972093.0,1967,Europe,Official figure
France,954213.0,1968,Europe,Official figure
France,1097900.0,1969,Europe,Official figure
France,1073900.0,1970,Europe,Official figure
France,1000000.0,1971,Europe,Estimated value
France,731000.0,1972,Europe,Estimated value
France,1096000.0,1973,Europe,Estimated value
France,1039282.0,1974,Europe,Official figure
France,970000.0,1975,Europe,Estimated value
France,1061650.0,1976,Europe,Official figure
France,814000.0,1977,Europe,Estimated value
France,1153638.0,1978,Europe,Official figure
France,1350000.0,1979,Europe,Estimated value
France,1100000.0,1980,Europe,Estimated value
France,1200000.0,1981,Europe,Estimated value
France,1200000.0,1982,Europe,Estimated value
France,1200000.0,1983,Europe,Estimated value
France,1200000.0,1984,Europe,Estimated value
France,1200000.0,1985,Europe,Estimated value
France,1200000.0,1986,Europe,Estimated value
France,1200000.0,1987,Europe,Estimated value
France,1066000.0,1988,Europe,Official figure
France,1135000.0,1989,Europe,Official figure
France,1121720.0,1990,Europe,Official figure
France,1078220.0,1991,Europe,Official figure
France,1061742.0,1992,Europe,Official figure
France,1046612.0,1993,Europe,Official figure
France,1032080.0,1994,Europe,Official figure
France,1027002.0,1995,Europe,Official figure
France,1016307.0,1996,Europe,Official figure
France,1001834.0,1997,Europe,Official figure
France,986337.0,1998,Europe,Official figure
France,980116.0,1999,Europe,Official figure
France,940185.0,2000,Europe,Official figure
France,932004.0,2001,Europe,Official figure
France,929440.0,2002,Europe,Official figure
France,924760.0,2003,Europe,Official figure
France,934872.0,2004,Europe,Official figure
France,939765.0,2005,Europe,Official figure
France,971297.0,2006,Europe,Official figure
France,1031089.0,2007,Europe,Official figure
France,1000095.0,2008,Europe,Official figure
France,1016631.0,2009,Europe,Official figure
France,981914.0,2010,Europe,Official figure
France,839966.0,2011,Europe,Official figure
France,820401.0,2012,Europe,Official figure
France,794733.0,2013,Europe,Official figure
France,767334.0,2014,Europe,Official figure
France,800834.0,2015,Europe,Official figure
France,803766.0,2016,Europe,Official figure
France,859462.0,2017,Europe,Official figure
France,1454000.0,2018,Europe,Official figure
France,1584000.0,2019,Europe,Official figure
France,1751000.0,2020,Europe,Official figure
France,1808000.0,2021,Europe,Official figure
France,1756832.0,2022,Europe,Official figure
France,1792000.0,2023,Europe,Official figure
Germany,1997000.0,1961,Europe,Official figure
Germany,1761000.0,1962,Europe,Official figure
Germany,1743000.0,1963,Europe,Official figure
Germany,1689600.0,1964,Europe,Official figure
Germany,1720600.0,1965,Europe,Official figure
