Area,Bee_Values,Year,Flag Description
Albania,95100.0,1961,Official figure
Albania,92800.0,1962,Official figure
Albania,83500.0,1963,Official figure
Albania,96500.0,1964,Official figure
Albania,109800.0,1965,Official figure
Albania,105800.0,1966,Official figure
Albania,98100.0,1967,Official figure
Albania,86000.0,1968,Official figure
Albania,88600.0,1969,Official figure
Albania,99800.0,1970,Official figure
Albania,99800.0,1971,Official figure
Albania,89900.0,1972,Official figure
Albania,90000.0,1973,Estimated value
Albania,90000.0,1974,Estimated value
Albania,90000.0,1975,Estimated value
Albania,90000.0,1976,Estimated value
Albania,100000.0,1977,Estimated value
Albania,100000.0,1978,Estimated value
Albania,100000.0,1979,Estimated value
Albania,110000.0,1980,Official figure
Albania,106000.0,1981,Estimated value
Albania,100000.0,1982,Estimated value
Albania,95000.0,1983,Estimated value
Albania,90000.0,1984,Estimated value
Albania,81000.0,1985,Official figure
Albania,83000.0,1986,Official figure
Albania,87000.0,1987,Official figure
Albania,82000.0,1988,Official figure
Albania,86000.0,1989,Official figure
Albania,80000.0,1990,Official figure
Albania,72900.0,1991,Official figure
Albania,36200.0,1992,Official figure
Albania,20000.0,1993,Official figure
Albania,26900.0,1994,Official figure
Albania,40000.0,1995,Official figure
Albania,53900.0,1996,Official figure
Albania,57300.0,1997,Official figure
Albania,56500.0,1998,Official figure
Albania,67000.0,1999,Official figure
Albania,76000.0,2000,Official figure
Albania,82000.0,2001,Official figure
Albania,92000.0,2002,Official figure
Albania,111000.0,2003,Official figure
Albania,131800.0,2004,Official figure
Albania,157000.0,2005,Official figure
Albania,173000.0,2006,Official figure
Albania,171000.0,2007,Official figure
Albania,175000.0,2008,Official figure
Albania,203300.0,2009,Official figure
Albania,218000.0,2010,Official figure
Albania,233000.0,2011,Official figure
Albania,239081.0,2012,Official figure
Albania,246151.0,2013,Official figure
Albania,261452.0,2014,Official figure
Albania,271139.0,2015,Official figure
Albania,302962.0,2016,Official figure
Albania,289962.0,2017,Official figure
Albania,285455.0,2018,Official figure
Albania,288329.0,2019,Official figure
Albania,358365.0,2020,Official figure
Albania,393635.0,2021,Official figure
Albania,479096.0,2022,Official figure
Albania,518790.0,2023,Official figure
Algeria,100000.0,1961,Figure from international organizations
Algeria,105000.0,1962,Figure from international organizations
Algeria,110000.0,1963,Figure from international organizations
Algeria,115000.0,1964,Figure from international organizations
Algeria,120000.0,1965,Figure from international organizations
Algeria,125000.0,1966,Figure from international organizations
Algeria,127000.0,1967,Official figure
Algeria,130000.0,1968,Figure from international organizations
Algeria,140000.0,1969,Figure from international organizations
Algeria,150000.0,1970,Figure from international organizations
Algeria,150000.0,1971,Estimated value
Algeria,160000.0,1972,Estimated value
Algeria,170000.0,1973,Estimated value
Algeria,175000.0,1974,Estimated value
Algeria,180000.0,1975,Estimated value
Algeria,182000.0,1976,Estimated value
Algeria,185000.0,1977,Estimated value
Algeria,187000.0,1978,Estimated value
Algeria,188000.0,1979,Estimated value
Algeria,190000.0,1980,Estimated value
Algeria,193000.0,1981,Estimated value
Algeria,195000.0,1982,Estimated value
Algeria,197000.0,1983,Estimated value
Algeria,198000.0,1984,Estimated value
Algeria,215000.0,1985,Official figure
Algeria,220000.0,1986,Official figure
Algeria,300000.0,1987,Estimated value
Algeria,98000.0,1988,Estimated value
Algeria,185000.0,1989,Estimated value
Algeria,288557.0,1990,Imputed value
Algeria,310000.0,1991,Estimated value
Algeria,175000.0,1992,Estimated value
Algeria,227000.0,1993,Estimated value
Algeria,430000.0,1994,Estimated value
Algeria,277000.0,1995,Estimated value
Algeria,380000.0,1996,Estimated value
Algeria,268300.0,1997,Official figure
Algeria,276500.0,1998,Official figure
Algeria,278500.0,1999,Official figure
Algeria,190000.0,2000,Estimated value
Algeria,280000.0,2001,Estimated value
Algeria,320000.0,2002,Estimated value
Algeria,340000.0,2003,Estimated value
Algeria,430000.0,2004,Estimated value
Algeria,400000.0,2005,Estimated value
Algeria,390000.0,2006,Estimated value
Algeria,440000.0,2007,Estimated value
Algeria,400000.0,2008,Estimated value
Algeria,400000.0,2009,Estimated value
Algeria,400000.0,2010,Estimated value
Algeria,400000.0,2011,Estimated value
Algeria,400000.0,2012,Estimated value
Algeria,400000.0,2013,Estimated value
Algeria,400000.0,2014,Estimated value
Algeria,411956.0,2015,Imputed value
Algeria,416659.0,2016,Imputed value
Algeria,421761.0,2017,Imputed value
Algeria,423499.0,2018,Imputed value
Algeria,426853.0,2019,Imputed value
Algeria,437019.0,2020,Imputed value
Algeria,431287.0,2021,Imputed value
Algeria,434263.0,2022,Imputed value
Algeria,437271.0,2023,Imputed value
Angola,1000000.0,1961,Estimated value
Angola,1000000.0,1962,Estimated value
Angola,1000000.0,1963,Estimated value
Angola,1000000.0,1964,Estimated value
Angola,1000000.0,1965,Estimated value
Angola,950000.0,1966,Estimated value
Angola,900000.0,1967,Estimated value
Angola,830000.0,1968,Estimated value
Angola,780000.0,1969,Estimated value
Angola,820000.0,1970,Estimated value
Angola,770000.0,1971,Estimated value
Angola,680000.0,1972,Estimated value
Angola,750000.0,1973,Estimated value
Angola,750000.0,1974,Estimated value
Angola,750000.0,1975,Estimated value
Angola,750000.0,1976,Estimated value
Angola,750000.0,1977,Estimated value
Angola,800000.0,1978,Estimated value
Angola,800000.0,1979,Estimated value
Angola,800000.0,1980,Estimated value
Angola,800000.0,1981,Estimated value
Angola,850000.0,1982,Estimated value
Angola,850000.0,1983,Estimated value
Angola,850000.0,1984,Estimated value
Angola,900000.0,1985,Estimated value
Angola,900000.0,1986,Estimated value
Angola,900000.0,1987,Estimated value
Angola,950000.0,1988,Estimated value
Angola,950000.0,1989,Estimated value
Angola,950000.0,1990,Estimated value
Angola,1000000.0,1991,Estimated value
Angola,1000000.0,1992,Estimated value
Angola,1050000.0,1993,Estimated value
Angola,1050000.0,1994,Estimated value
Angola,1100000.0,1995,Estimated value
Angola,1150000.0,1996,Estimated value
Angola,1150000.0,1997,Estimated value
Angola,1100000.0,1998,Estimated value
Angola,1150000.0,1999,Estimated value
Angola,1150000.0,2000,Estimated value
Angola,1200000.0,2001,Estimated value
Angola,1200000.0,2002,Estimated value
Angola,1150000.0,2003,Estimated value
Angola,1150000.0,2004,Estimated value
Angola,1200000.0,2005,Estimated value
Angola,1100000.0,2006,Estimated value
Angola,1100000.0,2007,Estimated value
Angola,1100000.0,2008,Estimated value
Angola,1100000.0,2009,Estimated value
Angola,1150000.0,2010,Estimated value
Angola,1150000.0,2011,Estimated value
Angola,1150000.0,2012,Estimated value
Angola,1150000.0,2013,Estimated value
Angola,1150000.0,2014,Estimated value
Angola,1153939.0,2015,Imputed value
Angola,1157538.0,2016,Imputed value
Angola,1164563.0,2017,Imputed value
Angola,1171885.0,2018,Imputed value
Angola,1177716.0,2019,Imputed value
Angola,1180730.0,2020,Imputed value
Angola,1184034.0,2021,Imputed value
Angola,1188336.0,2022,Imputed value
Angola,1192639.0,2023,Imputed value
Argentina,650000.0,1961,Official figure
Argentina,650000.0,1962,Official figure
Argentina,640000.0,1963,Official figure
Argentina,650000.0,1964,Official figure
Argentina,700000.0,1965,Official figure
Argentina,700000.0,1966,Official figure
Argentina,750000.0,1967,Official figure
Argentina,750000.0,1968,Official figure
Argentina,800000.0,1969,Official figure
Argentina,800000.0,1970,Official figure
Argentina,800000.0,1971,Official figure
Argentina,850000.0,1972,Official figure
Argentina,850000.0,1973,Official figure
Argentina,850000.0,1974,Official figure
Argentina,850000.0,1975,Official figure
Argentina,850000.0,1976,Official figure
Argentina,900000.0,1977,Official figure
Argentina,1000000.0,1978,Figure from international organizations
Argentina,1100000.0,1979,Figure from international organizations
Argentina,1100000.0,1980,Figure from international organizations
Argentina,1300000.0,1981,Figure from international organizations
Argentina,1200000.0,1982,Figure from international organizations
Argentina,1300000.0,1983,Figure from international organizations
Argentina,1400000.0,1984,Figure from international organizations
Argentina,1500000.0,1985,Figure from international organizations
Argentina,1400000.0,1986,Figure from international organizations
Argentina,1400000.0,1987,Figure from international organizations
Argentina,1400000.0,1988,Figure from international organizations
Argentina,1400000.0,1989,Figure from international organizations
Argentina,1400000.0,1990,Figure from international organizations
Argentina,1500000.0,1991,Official figure
Argentina,1600000.0,1992,Figure from international organizations
Argentina,1600000.0,1993,Figure from international organizations
Argentina,1700000.0,1994,Figure from international organizations
Argentina,1800000.0,1995,Figure from international organizations
Argentina,1700000.0,1996,Figure from international organizations
Argentina,1800000.0,1997,Figure from international organizations
Argentina,2100000.0,1998,Figure from international organizations
Argentina,2700000.0,1999,Figure from international organizations
Argentina,2800000.0,2000,Figure from international organizations
Argentina,2800000.0,2001,Figure from international organizations
Argentina,2900000.0,2002,Estimated value
Argentina,2900000.0,2003,Estimated value
Argentina,2900000.0,2004,Estimated value
Argentina,2900000.0,2005,Estimated value
Argentina,2950000.0,2006,Estimated value
Argentina,2970000.0,2007,Estimated value
Argentina,2970000.0,2008,Estimated value
Argentina,2970000.0,2009,Estimated value
Argentina,2970000.0,2010,Estimated value
Argentina,2970000.0,2011,Estimated value
Argentina,2970000.0,2012,Estimated value
Argentina,3000000.0,2013,Figure from international organizations
Argentina,2980000.0,2014,Estimated value
Argentina,2955217.0,2015,Imputed value
Argentina,2936838.0,2016,Imputed value
Argentina,2923459.0,2017,Imputed value
Argentina,2921149.0,2018,Imputed value
Argentina,2923634.0,2019,Imputed value
Argentina,3014247.0,2020,Imputed value
Argentina,3005949.0,2021,Imputed value
Argentina,3009496.0,2022,Imputed value
Argentina,3013042.0,2023,Imputed value
Armenia,131100.0,1992,Official figure
Armenia,80000.0,1993,Estimated value
Armenia,87000.0,1994,Estimated value
Armenia,93000.0,1995,Estimated value
Armenia,90000.0,1996,Estimated value
Armenia,73000.0,1997,Estimated value
Armenia,60000.0,1998,Estimated value
Armenia,45919.0,1999,Official figure
Armenia,49703.0,2000,Official figure
Armenia,50811.0,2001,Official figure
Armenia,52458.0,2002,Official figure
Armenia,52987.0,2003,Official figure
Armenia,77712.0,2004,Official figure
Armenia,94184.0,2005,Official figure
Armenia,113051.0,2006,Official figure
Armenia,154631.0,2007,Official figure
Armenia,169655.0,2008,Official figure
Armenia,183056.0,2009,Official figure
Armenia,196112.0,2010,Official figure
Armenia,203647.0,2011,Official figure
Armenia,209800.0,2012,Official figure
Armenia,222189.0,2013,Official figure
Armenia,241416.0,2014,Official figure
Armenia,235214.0,2015,Official figure
Armenia,245396.0,2016,Official figure
Armenia,237303.0,2017,Official figure
Armenia,236242.0,2018,Official figure
Armenia,237941.0,2019,Official figure
Armenia,228152.0,2020,Official figure
Armenia,233196.0,2021,Official figure
Armenia,208818.0,2022,Official figure
Armenia,206853.0,2023,Official figure
Australia,323447.0,1961,Official figure
Australia,347092.0,1962,Official figure
Australia,303347.0,1963,Official figure
Australia,339609.0,1964,Official figure
Australia,326000.0,1965,Official figure
Australia,310223.0,1966,Official figure
Australia,318913.0,1967,Official figure
Australia,360238.0,1968,Official figure
Australia,301073.0,1969,Official figure
Australia,367943.0,1970,Official figure
Australia,375570.0,1971,Official figure
Australia,384000.0,1972,Official figure
Australia,395393.0,1973,Official figure
Australia,409238.0,1974,Official figure
Australia,491354.0,1975,Official figure
Australia,497037.0,1976,Official figure
Australia,492942.0,1977,Official figure
Australia,478617.0,1978,Official figure
Australia,501153.0,1979,Official figure
Australia,510812.0,1980,Official figure
Australia,530907.0,1981,Official figure
Australia,551518.0,1982,Official figure
Australia,537000.0,1983,Official figure
Australia,530000.0,1984,Official figure
Australia,553000.0,1985,Official figure
Australia,560000.0,1986,Official figure
Australia,364000.0,1987,Official figure
Australia,366000.0,1988,Official figure
Australia,405000.0,1989,Official figure
Australia,405000.0,1990,Official figure
Australia,384000.0,1991,Official figure
Australia,366000.0,1992,Official figure
Australia,361678.0,1993,Official figure
Australia,465000.0,1994,Official figure
Australia,489000.0,1995,Official figure
Australia,466000.0,1996,Official figure
Australia,486000.0,1997,Estimated value
Australia,396000.0,1998,Estimated value
Australia,339000.0,1999,Estimated value
Australia,428000.0,2000,Estimated value
Australia,380000.0,2001,Estimated value
Australia,360000.0,2002,Estimated value
Australia,360000.0,2003,Estimated value
Australia,360000.0,2004,Estimated value
Australia,360000.0,2005,Estimated value
Australia,365000.0,2006,Estimated value
Australia,368000.0,2007,Estimated value
Australia,360000.0,2008,Estimated value
Australia,340000.0,2009,Estimated value
Australia,330000.0,2010,Estimated value
Australia,240000.0,2011,Figure from international organizations
Australia,230000.0,2012,Estimated value
Australia,521081.0,2013,Figure from international organizations
Australia,520000.0,2014,Figure from international organizations
Australia,440626.0,2015,Imputed value
Australia,472141.0,2016,Imputed value
Australia,543053.0,2017,Imputed value
Australia,668672.0,2018,Figure from international organizations
Australia,568052.0,2019,Estimated value
Australia,550661.0,2020,Imputed value
Australia,578586.0,2021,Imputed value
Australia,621483.0,2022,Estimated value
Australia,609696.0,2023,Estimated value
Austria,466619.0,1961,Official figure
Austria,448670.0,1962,Official figure
Austria,437232.0,1963,Official figure
Austria,421750.0,1964,Official figure
Austria,419560.0,1965,Official figure
Austria,430183.0,1966,Official figure
Austria,429457.0,1967,Official figure
Austria,417619.0,1968,Official figure
Austria,428832.0,1969,Official figure
Austria,412038.0,1970,Official figure
Austria,421765.0,1971,Official figure
Austria,406215.0,1972,Official figure
Austria,409923.0,1973,Official figure
Austria,361624.0,1974,Official figure
Austria,375512.0,1975,Official figure
Austria,344883.0,1976,Official figure
Austria,369801.0,1977,Official figure
Austria,396846.0,1978,Official figure
Austria,399357.0,1979,Official figure
Austria,394000.0,1980,Official figure
Austria,397400.0,1981,Official figure
Austria,399700.0,1982,Official figure
Austria,410601.0,1983,Official figure
Austria,446348.0,1984,Official figure
Austria,447242.0,1985,Official figure
Austria,436849.0,1986,Official figure
Austria,421238.0,1987,Official figure
Austria,409800.0,1988,Official figure
Austria,452607.0,1989,Official figure
Austria,457061.0,1990,Official figure
Austria,457061.0,1991,Official figure
Austria,483212.0,1992,Official figure
Austria,430071.0,1993,Official figure
Austria,411082.0,1994,Official figure
Austria,399246.0,1995,Official figure
Austria,393223.0,1996,Official figure
Austria,381567.0,1997,Official figure
Austria,369171.0,1998,Official figure
Austria,343062.0,1999,Official figure
Austria,330672.0,2000,Official figure
Austria,310000.0,2001,Official figure
Austria,345000.0,2002,Official figure
Austria,327346.0,2003,Official figure
Austria,283300.0,2004,Official figure
Austria,327346.0,2005,Official figure
Austria,311000.0,2006,Official figure
Austria,298000.0,2007,Estimated value
Austria,300000.0,2008,Estimated value
Austria,330000.0,2009,Estimated value
Austria,367583.0,2010,Official figure
Austria,368183.0,2011,Official figure
Austria,376485.0,2012,Official figure
Austria,382638.0,2013,Official figure
Austria,376121.0,2014,Official figure
Austria,347100.0,2015,Official figure
Austria,354100.0,2016,Official figure
Austria,353300.0,2017,Official figure
Austria,372900.0,2018,Official figure
Austria,372900.0,2019,Official figure
Austria,426000.0,2020,Official figure
Austria,456000.0,2021,Official figure
Austria,480000.0,2022,Official figure
Austria,494000.0,2023,Official figure
Azerbaijan,65000.0,1992,Estimated value
Azerbaijan,68000.0,1993,Estimated value
Azerbaijan,60000.0,1994,Estimated value
Azerbaijan,66000.0,1995,Estimated value
Azerbaijan,69000.0,1996,Estimated value
Azerbaijan,70000.0,1997,Estimated value
Azerbaijan,72000.0,1998,Estimated value
Azerbaijan,70000.0,1999,Estimated value
Azerbaijan,73000.0,2000,Estimated value
Azerbaijan,74000.0,2001,Estimated value
Azerbaijan,75000.0,2002,Estimated value
Azerbaijan,75053.0,2003,Official figure
Azerbaijan,95715.0,2004,Official figure
Azerbaijan,104955.0,2005,Official figure
Azerbaijan,103520.0,2006,Official figure
Azerbaijan,115618.0,2007,Official figure
Azerbaijan,126362.0,2008,Official figure
Azerbaijan,142528.0,2009,Official figure
Azerbaijan,193225.0,2010,Official figure
Azerbaijan,212651.0,2011,Official figure
Azerbaijan,225355.0,2012,Official figure
Azerbaijan,238358.0,2013,Official figure
Azerbaijan,243046.0,2014,Official figure
Azerbaijan,251233.0,2015,Official figure
Azerbaijan,260094.0,2016,Official figure
Azerbaijan,271682.0,2017,Official figure
Azerbaijan,500980.0,2018,Official figure
Azerbaijan,542817.0,2019,Official figure
Azerbaijan,596652.0,2020,Official figure
Azerbaijan,625296.0,2021,Official figure
Azerbaijan,656146.0,2022,Official figure
Azerbaijan,597336.0,2023,Official figure
Belarus,270000.0,1992,Estimated value
Belarus,300000.0,1993,Estimated value
Belarus,250000.0,1994,Estimated value
Belarus,200000.0,1995,Estimated value
Belarus,272000.0,1996,Official figure
Belarus,240000.0,1997,Estimated value
Belarus,232000.0,1998,Official figure
Belarus,200000.0,1999,Estimated value
Belarus,190000.0,2000,Estimated value
Belarus,191700.0,2001,Official figure
Belarus,196100.0,2002,Official figure
Belarus,184600.0,2003,Official figure
Belarus,161700.0,2004,Official figure
Belarus,179500.0,2005,Official figure
Belarus,199700.0,2006,Official figure
Belarus,208200.0,2007,Official figure
Belarus,213200.0,2008,Official figure
Belarus,214500.0,2009,Official figure
Belarus,224800.0,2010,Official figure
Belarus,223000.0,2011,Official figure
Belarus,223000.0,2012,Official figure
Belarus,217000.0,2013,Official figure
Belarus,219000.0,2014,Official figure
Belarus,218000.0,2015,Official figure
Belarus,215000.0,2016,Official figure
Belarus,207000.0,2017,Official figure
Belarus,207000.0,2018,Official figure
Belarus,211000.0,2019,Official figure
Belarus,160000.0,2020,Official figure
Belarus,156000.0,2021,Official figure
Belarus,154000.0,2022,Official figure
Belarus,154000.0,2023,Official figure
Belgium,29000.0,2000,Estimated value
Belgium,29000.0,2001,Estimated value
Belgium,29000.0,2002,Estimated value
Belgium,29000.0,2003,Estimated value
Belgium,29000.0,2004,Estimated value
Belgium,29000.0,2005,Estimated value
Belgium,29000.0,2006,Estimated value
Belgium,29500.0,2007,Estimated value
Belgium,29500.0,2008,Estimated value
Belgium,30000.0,2009,Estimated value
Belgium,30000.0,2010,Estimated value
Belgium,31000.0,2011,Estimated value
Belgium,31500.0,2012,Estimated value
Belgium,31500.0,2013,Estimated value
Belgium,32000.0,2014,Estimated value
Belgium,32329.0,2015,Imputed value
Belgium,32877.0,2016,Imputed value
Belgium,33314.0,2017,Imputed value
Belgium-Luxembourg,50717.0,1961,Official figure
Belgium-Luxembourg,47371.0,1962,Official figure
Belgium-Luxembourg,49140.0,1963,Official figure
Belgium-Luxembourg,45389.0,1964,Official figure
Belgium-Luxembourg,47246.0,1965,Official figure
Belgium-Luxembourg,33488.0,1966,Official figure
Belgium-Luxembourg,31174.0,1967,Official figure
Belgium-Luxembourg,30873.0,1968,Official figure
Belgium-Luxembourg,31422.0,1969,Official figure
Belgium-Luxembourg,30201.0,1970,Official figure
Belgium-Luxembourg,30083.0,1971,Official figure
Belgium-Luxembourg,29881.0,1972,Official figure
Belgium-Luxembourg,28107.0,1973,Official figure
Belgium-Luxembourg,26918.0,1974,Official figure
Belgium-Luxembourg,25782.0,1975,Official figure
Belgium-Luxembourg,23780.0,1976,Official figure
Belgium-Luxembourg,23744.0,1977,Official figure
Belgium-Luxembourg,20115.0,1978,Official figure
Belgium-Luxembourg,17363.0,1979,Official figure
Belgium-Luxembourg,18044.0,1980,Official figure
Belgium-Luxembourg,15566.0,1981,Official figure
Belgium-Luxembourg,15260.0,1982,Official figure
Belgium-Luxembourg,24638.0,1983,Official figure
Belgium-Luxembourg,25000.0,1984,Estimated value
Belgium-Luxembourg,25000.0,1985,Estimated value
Belgium-Luxembourg,25000.0,1986,Estimated value
Belgium-Luxembourg,25000.0,1987,Estimated value
Belgium-Luxembourg,27000.0,1988,Estimated value
Belgium-Luxembourg,28000.0,1989,Estimated value
Belgium-Luxembourg,28000.0,1990,Estimated value
Belgium-Luxembourg,28000.0,1991,Estimated value
Belgium-Luxembourg,28000.0,1992,Estimated value
Belgium-Luxembourg,28000.0,1993,Estimated value
Belgium-Luxembourg,28000.0,1994,Estimated value
Belgium-Luxembourg,28000.0,1995,Estimated value
Belgium-Luxembourg,28000.0,1996,Estimated value
Belgium-Luxembourg,29000.0,1997,Estimated value
Belgium-Luxembourg,29000.0,1998,Estimated value
Belgium-Luxembourg,29000.0,1999,Estimated value
Belize,3176.0,1961,Official figure
Belize,3100.0,1962,Estimated value
Belize,3176.0,1963,Official figure
Belize,3801.0,1964,Official figure
Belize,5603.0,1965,Official figure
Belize,5478.0,1966,Official figure
Belize,5414.0,1967,Official figure
Belize,5016.0,1968,Official figure
Belize,2979.0,1969,Official figure
Belize,2087.0,1970,Official figure
Belize,3219.0,1971,Official figure
Belize,3542.0,1972,Official figure
Belize,3748.0,1973,Official figure
Belize,4219.0,1974,Official figure
Belize,5836.0,1975,Official figure
Belize,6705.0,1976,Official figure
Belize,6627.0,1977,Official figure
Belize,7499.0,1978,Official figure
Belize,6700.0,1979,Estimated value
Belize,7400.0,1980,Estimated value
Belize,9560.0,1981,Official figure
Belize,9900.0,1982,Figure from international organizations
Belize,10000.0,1983,Figure from international organizations
Belize,10000.0,1984,Figure from international organizations
Belize,10000.0,1985,Figure from international organizations
Belize,10000.0,1986,Figure from international organizations
Belize,10000.0,1987,Estimated value
Belize,10000.0,1988,Estimated value
Belize,4000.0,1989,Estimated value
Belize,3200.0,1990,Estimated value
Belize,3000.0,1991,Estimated value
Belize,3000.0,1992,Estimated value
Belize,2800.0,1993,Estimated value
Belize,3200.0,1994,Estimated value
Belize,3900.0,1995,Estimated value
Belize,3700.0,1996,Estimated value
Belize,2500.0,1997,Estimated value
Belize,2000.0,1998,Estimated value
Belize,2000.0,1999,Estimated value
Belize,2000.0,2000,Estimated value
Belize,2000.0,2001,Estimated value
Belize,2050.0,2002,Estimated value
Belize,2075.0,2003,Estimated value
Belize,2100.0,2004,Estimated value
Belize,2100.0,2005,Estimated value
Belize,2125.0,2006,Estimated value
Belize,2150.0,2007,Estimated value
Belize,2100.0,2008,Estimated value
Belize,2200.0,2009,Estimated value
Belize,2175.0,2010,Estimated value
Belize,2200.0,2011,Estimated value
Belize,2175.0,2012,Estimated value
Belize,2175.0,2013,Estimated value
Belize,2100.0,2014,Estimated value
Belize,2009.0,2015,Imputed value
Belize,2095.0,2016,Estimated value
Belize,2117.0,2017,Estimated value
Belize,2112.0,2018,Imputed value
Belize,2107.0,2019,Imputed value
Belize,2062.0,2020,Imputed value
Belize,2084.0,2021,Imputed value
Belize,2079.0,2022,Imputed value
Belize,2073.0,2023,Imputed value
Bosnia and Herzegovina,43000.0,1992,Estimated value
Bosnia and Herzegovina,44000.0,1993,Estimated value
Bosnia and Herzegovina,44000.0,1994,Estimated value
Bosnia and Herzegovina,45000.0,1995,Estimated value
Bosnia and Herzegovina,48106.0,1996,Official figure
Bosnia and Herzegovina,59967.0,1997,Official figure
Bosnia and Herzegovina,69512.0,1998,Official figure
Bosnia and Herzegovina,72800.0,1999,Figure from international organizations
Bosnia and Herzegovina,90000.0,2000,Official figure
Bosnia and Herzegovina,106000.0,2001,Official figure
Bosnia and Herzegovina,125000.0,2002,Official figure
Bosnia and Herzegovina,137000.0,2003,Official figure
Bosnia and Herzegovina,240723.0,2004,Official figure
Bosnia and Herzegovina,259570.0,2005,Official figure
Bosnia and Herzegovina,283227.0,2006,Official figure
Bosnia and Herzegovina,310749.0,2007,Official figure
Bosnia and Herzegovina,333850.0,2008,Official figure
Bosnia and Herzegovina,347168.0,2009,Official figure
Bosnia and Herzegovina,366571.0,2010,Official figure
Bosnia and Herzegovina,381876.0,2011,Official figure
Bosnia and Herzegovina,383946.0,2012,Official figure
Bosnia and Herzegovina,392659.0,2013,Official figure
Bosnia and Herzegovina,392348.0,2014,Official figure
Bosnia and Herzegovina,393188.0,2015,Official figure
Bosnia and Herzegovina,409887.0,2016,Official figure
Bosnia and Herzegovina,404698.0,2017,Official figure
Bosnia and Herzegovina,402630.0,2018,Official figure
Bosnia and Herzegovina,423406.0,2019,Official figure
Bosnia and Herzegovina,446759.0,2020,Official figure
Bosnia and Herzegovina,262945.0,2021,Official figure
Bosnia and Herzegovina,298756.0,2022,Official figure
Bosnia and Herzegovina,312867.0,2023,Official figure
Brazil,310000.0,1961,Estimated value
Brazil,301600.0,1962,Estimated value
Brazil,300000.0,1963,Estimated value
Brazil,311400.0,1964,Estimated value
Brazil,316200.0,1965,Estimated value
Brazil,317000.0,1966,Estimated value
Brazil,292000.0,1967,Estimated value
Brazil,282000.0,1968,Estimated value
Brazil,272000.0,1969,Estimated value
Brazil,253000.0,1970,Estimated value
Brazil,242376.0,1971,Official figure
Brazil,237000.0,1972,Estimated value
Brazil,188000.0,1973,Estimated value
Brazil,165000.0,1974,Estimated value
Brazil,200000.0,1975,Estimated value
Brazil,220000.0,1976,Estimated value
Brazil,220000.0,1977,Estimated value
Brazil,257000.0,1978,Estimated value
Brazil,291000.0,1979,Estimated value
Brazil,280000.0,1980,Estimated value
Brazil,300000.0,1981,Estimated value
Brazil,300000.0,1982,Estimated value
Brazil,300000.0,1983,Estimated value
Brazil,400000.0,1984,Estimated value
Brazil,480000.0,1985,Estimated value
Brazil,550000.0,1986,Estimated value
Brazil,600000.0,1987,Estimated value
Brazil,640000.0,1988,Estimated value
Brazil,660000.0,1989,Estimated value
Brazil,700000.0,1990,Estimated value
Brazil,812000.0,1991,Estimated value
Brazil,819000.0,1992,Estimated value
Brazil,800000.0,1993,Estimated value
Brazil,795000.0,1994,Estimated value
Brazil,824000.0,1995,Estimated value
Brazil,824000.0,1996,Estimated value
Brazil,824000.0,1997,Estimated value
Brazil,824000.0,1998,Estimated value
Brazil,824000.0,1999,Estimated value
Brazil,824000.0,2000,Estimated value
Brazil,820000.0,2001,Estimated value
Brazil,825000.0,2002,Estimated value
Brazil,830000.0,2003,Estimated value
Brazil,835000.0,2004,Estimated value
Brazil,880000.0,2005,Estimated value
Brazil,952000.0,2006,Estimated value
Brazil,914000.0,2007,Estimated value
Brazil,994000.0,2008,Estimated value
Brazil,1025000.0,2009,Estimated value
Brazil,1000000.0,2010,Estimated value
Brazil,1094000.0,2011,Estimated value
Brazil,900000.0,2012,Estimated value
Brazil,938000.0,2013,Estimated value
Brazil,1020000.0,2014,Estimated value
Brazil,1011715.0,2015,Imputed value
Brazil,1010216.0,2016,Imputed value
Brazil,1012111.0,2017,Imputed value
Brazil,1011674.0,2018,Imputed value
Brazil,1015055.0,2019,Imputed value
Brazil,1025796.0,2020,Imputed value
Brazil,1021323.0,2021,Imputed value
Brazil,1024128.0,2022,Imputed value
Brazil,1026934.0,2023,Imputed value
Bulgaria,625527.0,1961,Official figure
Bulgaria,669633.0,1962,Official figure
Bulgaria,636834.0,1963,Official figure
Bulgaria,663638.0,1964,Official figure
Bulgaria,657868.0,1965,Official figure
Bulgaria,632169.0,1966,Official figure
Bulgaria,651663.0,1967,Official figure
Bulgaria,711204.0,1968,Official figure
Bulgaria,718696.0,1969,Official figure
Bulgaria,727994.0,1970,Official figure
Bulgaria,763905.0,1971,Official figure
Bulgaria,764994.0,1972,Official figure
Bulgaria,748236.0,1973,Official figure
Bulgaria,728063.0,1974,Official figure
Bulgaria,712657.0,1975,Official figure
Bulgaria,709982.0,1976,Official figure
Bulgaria,702151.0,1977,Official figure
Bulgaria,682974.0,1978,Official figure
Bulgaria,652746.0,1979,Official figure
Bulgaria,621946.0,1980,Official figure
Bulgaria,619362.0,1981,Official figure
Bulgaria,580782.0,1982,Official figure
Bulgaria,565522.0,1983,Official figure
Bulgaria,598663.0,1984,Official figure
Bulgaria,582110.0,1985,Official figure
Bulgaria,572069.0,1986,Official figure
Bulgaria,597968.0,1987,Official figure
Bulgaria,612952.0,1988,Official figure
Bulgaria,634480.0,1989,Official figure
Bulgaria,615273.0,1990,Official figure
Bulgaria,594731.0,1991,Official figure
Bulgaria,493540.0,1992,Official figure
Bulgaria,429271.0,1993,Official figure
