Area,Bee_Values,Year,Flag Description
Colombia,100000.0,1990,Official figure
Colombia,100000.0,1991,Official figure
Colombia,100000.0,1992,Official figure
Colombia,100000.0,1993,Estimated value
Colombia,100000.0,1994,Estimated value
Colombia,100000.0,1995,Estimated value
Colombia,100000.0,1996,Estimated value
Colombia,100000.0,1997,Estimated value
Colombia,100000.0,1998,Estimated value
Colombia,100000.0,1999,Estimated value
Colombia,102000.0,2000,Estimated value
Colombia,105000.0,2001,Estimated value
Colombia,107000.0,2002,Estimated value
Colombia,55000.0,2003,Estimated value
Colombia,70000.0,2004,Estimated value
Colombia,75000.0,2005,Estimated value
Colombia,115000.0,2006,Estimated value
Colombia,115000.0,2007,Estimated value
Colombia,115000.0,2008,Estimated value
Colombia,115000.0,2009,Estimated value
Colombia,115000.0,2010,Estimated value
Colombia,115000.0,2011,Estimated value
Colombia,120000.0,2012,Estimated value
Colombia,120000.0,2013,Estimated value
Colombia,120000.0,2014,Estimated value
Colombia,116002.0,2015,Imputed value
Colombia,113314.0,2016,Imputed value
Colombia,110822.0,2017,Imputed value
Colombia,110309.0,2018,Imputed value
Colombia,109850.0,2019,Imputed value
Colombia,108374.0,2020,Imputed value
Colombia,109007.0,2021,Estimated value
Colombia,107860.0,2022,Estimated value
Colombia,106766.0,2023,Estimated value
Cook Islands,10.0,1961,Estimated value
Cook Islands,10.0,1962,Estimated value
Cook Islands,10.0,1963,Estimated value
Cook Islands,10.0,1964,Estimated value
Cook Islands,10.0,1965,Estimated value
Cook Islands,10.0,1966,Estimated value
Cook Islands,10.0,1967,Estimated value
Cook Islands,10.0,1968,Estimated value
Cook Islands,10.0,1969,Estimated value
Cook Islands,10.0,1970,Estimated value
Cook Islands,10.0,1971,Estimated value
Cook Islands,10.0,1972,Estimated value
Cook Islands,10.0,1973,Estimated value
Cook Islands,10.0,1974,Estimated value
Cook Islands,10.0,1975,Estimated value
Cook Islands,10.0,1976,Estimated value
Cook Islands,10.0,1977,Estimated value
Cook Islands,10.0,1978,Estimated value
Cook Islands,10.0,1979,Estimated value
Cook Islands,10.0,1980,Estimated value
Cook Islands,10.0,1981,Estimated value
Cook Islands,11.0,1982,Estimated value
Cook Islands,11.0,1983,Estimated value
Cook Islands,12.0,1984,Estimated value
Cook Islands,12.0,1985,Estimated value
Cook Islands,13.0,1986,Estimated value
Cook Islands,13.0,1987,Estimated value
Cook Islands,14.0,1988,Estimated value
Cook Islands,14.0,1989,Estimated value
Cook Islands,15.0,1990,Official figure
Cook Islands,15.0,1991,Official figure
Cook Islands,18.0,1992,Official figure
Cook Islands,20.0,1993,Official figure
Cook Islands,20.0,1994,Imputed value
Cook Islands,21.0,1995,Imputed value
Cook Islands,21.0,1996,Imputed value
Cook Islands,22.0,1997,Imputed value
Cook Islands,23.0,1998,Imputed value
Cook Islands,24.0,1999,Imputed value
Cook Islands,25.0,2000,Imputed value
Cook Islands,25.0,2001,Imputed value
Cook Islands,25.0,2002,Imputed value
Cook Islands,26.0,2003,Imputed value
Cook Islands,27.0,2004,Imputed value
Cook Islands,29.0,2005,Imputed value
Cook Islands,20.0,2006,Estimated value
Cook Islands,40.0,2007,Estimated value
Cook Islands,40.0,2008,Estimated value
Cook Islands,40.0,2009,Estimated value
Cook Islands,40.0,2010,Estimated value
Cook Islands,40.0,2011,Estimated value
Cook Islands,40.0,2012,Estimated value
Cook Islands,40.0,2013,Estimated value
Cook Islands,40.0,2014,Estimated value
Cook Islands,42.0,2015,Imputed value
Cook Islands,41.0,2016,Estimated value
Cook Islands,43.0,2017,Imputed value
Cook Islands,42.0,2018,Estimated value
Cook Islands,43.0,2019,Estimated value
Cook Islands,43.0,2020,Estimated value
Cook Islands,44.0,2021,Estimated value
Cook Islands,45.0,2022,Estimated value
Cook Islands,46.0,2023,Estimated value
Costa Rica,28000.0,1961,Estimated value
Costa Rica,28000.0,1962,Estimated value
Costa Rica,28000.0,1963,Estimated value
Costa Rica,28000.0,1964,Estimated value
Costa Rica,28000.0,1965,Estimated value
Costa Rica,28000.0,1966,Estimated value
Costa Rica,28000.0,1967,Official figure
Costa Rica,25000.0,1968,Official figure
Costa Rica,23000.0,1969,Official figure
Costa Rica,20000.0,1970,Official figure
Costa Rica,15000.0,1971,Official figure
Costa Rica,20000.0,1972,Estimated value
Costa Rica,30000.0,1973,Estimated value
Costa Rica,40000.0,1974,Estimated value
Costa Rica,46000.0,1975,Estimated value
Costa Rica,46000.0,1976,Estimated value
Costa Rica,52000.0,1977,Estimated value
Costa Rica,52000.0,1978,Estimated value
Costa Rica,52000.0,1979,Estimated value
Costa Rica,50000.0,1980,Estimated value
Costa Rica,50000.0,1981,Estimated value
Costa Rica,50000.0,1982,Official figure
Costa Rica,50000.0,1983,Official figure
Costa Rica,45731.0,1984,Official figure
Costa Rica,50000.0,1985,Official figure
Costa Rica,31146.0,1986,Official figure
Costa Rica,31146.0,1987,Official figure
Costa Rica,31146.0,1988,Official figure
Costa Rica,33000.0,1989,Estimated value
Costa Rica,33000.0,1990,Estimated value
Costa Rica,34000.0,1991,Estimated value
Costa Rica,35000.0,1992,Estimated value
Costa Rica,36000.0,1993,Estimated value
Costa Rica,37000.0,1994,Estimated value
Costa Rica,38000.0,1995,Estimated value
Costa Rica,38000.0,1996,Estimated value
Costa Rica,38000.0,1997,Estimated value
Costa Rica,38000.0,1998,Estimated value
Costa Rica,38000.0,1999,Estimated value
Costa Rica,38000.0,2000,Estimated value
Costa Rica,38000.0,2001,Estimated value
Costa Rica,38000.0,2002,Estimated value
Costa Rica,38000.0,2003,Estimated value
Costa Rica,38000.0,2004,Estimated value
Costa Rica,38000.0,2005,Estimated value
Costa Rica,38000.0,2006,Estimated value
Costa Rica,38000.0,2007,Estimated value
Costa Rica,38000.0,2008,Estimated value
Costa Rica,38100.0,2009,Estimated value
Costa Rica,40894.0,2010,Official figure
Costa Rica,44193.0,2011,Official figure
Costa Rica,43270.0,2012,Official figure
Costa Rica,45372.0,2013,Official figure
Costa Rica,45904.0,2014,Official figure
Costa Rica,37910.0,2015,Official figure
Costa Rica,37910.0,2016,Official figure
Costa Rica,37910.0,2017,Official figure
Costa Rica,39376.0,2018,Official figure
Costa Rica,39376.0,2019,Official figure
Costa Rica,40013.0,2020,Imputed value
Costa Rica,40409.0,2021,Imputed value
Costa Rica,41027.0,2022,Official figure
Costa Rica,41257.0,2023,Imputed value
Croatia,59000.0,1992,Official figure
Croatia,59000.0,1993,Official figure
Croatia,63000.0,1994,Official figure
Croatia,60000.0,1995,Official figure
Croatia,62000.0,1996,Official figure
Croatia,72000.0,1997,Official figure
Croatia,86000.0,1998,Official figure
Croatia,87000.0,1999,Official figure
Croatia,98000.0,2000,Official figure
Croatia,98000.0,2001,Official figure
Croatia,107000.0,2002,Official figure
Croatia,111000.0,2003,Official figure
Croatia,119000.0,2004,Official figure
Croatia,167000.0,2005,Official figure
Croatia,162000.0,2006,Official figure
Croatia,314000.0,2007,Official figure
Croatia,310000.0,2008,Official figure
Croatia,304000.0,2009,Official figure
Croatia,308000.0,2010,Official figure
Croatia,405000.0,2011,Official figure
Croatia,492000.0,2012,Official figure
Croatia,547300.0,2013,Official figure
Croatia,560400.0,2014,Official figure
Croatia,564700.0,2015,Official figure
Croatia,495800.0,2016,Official figure
Croatia,406407.0,2017,Official figure
Croatia,372002.0,2018,Official figure
Croatia,418657.0,2019,Official figure
Croatia,461000.0,2020,Official figure
Croatia,460000.0,2021,Official figure
Croatia,461000.0,2022,Official figure
Croatia,450000.0,2023,Official figure
Cuba,100000.0,1961,Estimated value
Cuba,100000.0,1962,Estimated value
Cuba,100000.0,1963,Estimated value
Cuba,100000.0,1964,Estimated value
Cuba,110000.0,1965,Estimated value
Cuba,100000.0,1966,Estimated value
Cuba,100000.0,1967,Estimated value
Cuba,120000.0,1968,Estimated value
Cuba,124600.0,1969,Official figure
Cuba,123100.0,1970,Official figure
Cuba,115800.0,1971,Official figure
Cuba,119600.0,1972,Official figure
Cuba,127700.0,1973,Official figure
Cuba,133900.0,1974,Official figure
Cuba,142200.0,1975,Official figure
Cuba,142900.0,1976,Official figure
Cuba,148500.0,1977,Official figure
Cuba,154800.0,1978,Official figure
Cuba,145700.0,1979,Official figure
Cuba,146400.0,1980,Official figure
Cuba,165900.0,1981,Official figure
Cuba,183500.0,1982,Official figure
Cuba,200000.0,1983,Official figure
Cuba,205900.0,1984,Official figure
Cuba,208200.0,1985,Official figure
Cuba,203700.0,1986,Official figure
Cuba,204100.0,1987,Official figure
Cuba,195100.0,1988,Official figure
Cuba,187900.0,1989,Official figure
Cuba,150000.0,1990,Estimated value
Cuba,169600.0,1991,Official figure
Cuba,153300.0,1992,Official figure
Cuba,141900.0,1993,Official figure
Cuba,140600.0,1994,Official figure
Cuba,142100.0,1995,Official figure
Cuba,146100.0,1996,Official figure
Cuba,151400.0,1997,Official figure
Cuba,150800.0,1998,Official figure
Cuba,143200.0,1999,Official figure
Cuba,148000.0,2000,Official figure
Cuba,148000.0,2001,Official figure
Cuba,127300.0,2002,Official figure
Cuba,162500.0,2003,Official figure
Cuba,140900.0,2004,Official figure
Cuba,88600.0,2005,Official figure
Cuba,155100.0,2006,Official figure
Cuba,140900.0,2007,Official figure
Cuba,147900.0,2008,Official figure
Cuba,148800.0,2009,Official figure
Cuba,154700.0,2010,Official figure
Cuba,161200.0,2011,Official figure
Cuba,163600.0,2012,Official figure
Cuba,164000.0,2013,Official figure
Cuba,169700.0,2014,Official figure
Cuba,171800.0,2015,Official figure
Cuba,184000.0,2016,Official figure
Cuba,184400.0,2017,Official figure
Cuba,191500.0,2018,Official figure
Cuba,204900.0,2019,Official figure
Cuba,212900.0,2020,Official figure
Cuba,221200.0,2021,Official figure
Cuba,201700.0,2022,Official figure
Cuba,205114.0,2023,Imputed value
Cyprus,9800.0,1961,Estimated value
Cyprus,10600.0,1962,Estimated value
Cyprus,12000.0,1963,Estimated value
Cyprus,17500.0,1964,Estimated value
Cyprus,40200.0,1965,Estimated value
Cyprus,26700.0,1966,Estimated value
Cyprus,37300.0,1967,Estimated value
Cyprus,30800.0,1968,Estimated value
Cyprus,52600.0,1969,Estimated value
Cyprus,42800.0,1970,Estimated value
Cyprus,40700.0,1971,Estimated value
Cyprus,34700.0,1972,Estimated value
Cyprus,27800.0,1973,Estimated value
Cyprus,18500.0,1974,Estimated value
Cyprus,7500.0,1975,Estimated value
Cyprus,21400.0,1976,Estimated value
Cyprus,27100.0,1977,Estimated value
Cyprus,27400.0,1978,Estimated value
Cyprus,33400.0,1979,Estimated value
Cyprus,33700.0,1980,Estimated value
Cyprus,41300.0,1981,Estimated value
Cyprus,28200.0,1982,Estimated value
Cyprus,32100.0,1983,Estimated value
Cyprus,29900.0,1984,Estimated value
Cyprus,44000.0,1985,Estimated value
Cyprus,47000.0,1986,Estimated value
Cyprus,43200.0,1987,Estimated value
Cyprus,34900.0,1988,Estimated value
Cyprus,36000.0,1989,Official figure
Cyprus,33000.0,1990,Official figure
Cyprus,30000.0,1991,Official figure
Cyprus,30000.0,1992,Official figure
Cyprus,31500.0,1993,Official figure
Cyprus,30000.0,1994,Estimated value
Cyprus,42649.0,1995,Official figure
Cyprus,46188.0,1996,Official figure
Cyprus,42958.0,1997,Official figure
Cyprus,43800.0,1998,Official figure
Cyprus,43800.0,1999,Official figure
Cyprus,44260.0,2000,Official figure
Cyprus,45952.0,2001,Official figure
Cyprus,44867.0,2002,Official figure
Cyprus,45714.0,2003,Official figure
Cyprus,40000.0,2004,Estimated value
Cyprus,40000.0,2005,Estimated value
Cyprus,41478.0,2006,Official figure
Cyprus,45000.0,2007,Estimated value
Cyprus,40000.0,2008,Estimated value
Cyprus,44000.0,2009,Official figure
Cyprus,40466.0,2010,Official figure
Cyprus,48153.0,2011,Official figure
Cyprus,38000.0,2012,Estimated value
Cyprus,40778.0,2013,Official figure
Cyprus,42505.0,2014,Official figure
Cyprus,46529.0,2015,Official figure
Cyprus,43143.0,2016,Official figure
Cyprus,49616.0,2017,Official figure
Cyprus,51219.0,2018,Official figure
Cyprus,57445.0,2019,Official figure
Cyprus,58000.0,2020,Official figure
Cyprus,55000.0,2021,Official figure
Cyprus,56500.0,2022,Official figure
Cyprus,56000.0,2023,Official figure
Czechia,678668.0,1993,Official figure
Czechia,630026.0,1994,Official figure
Czechia,622336.0,1995,Official figure
Czechia,537136.0,1996,Official figure
Czechia,510363.0,1997,Official figure
Czechia,542161.0,1998,Official figure
Czechia,564982.0,1999,Official figure
Czechia,534814.0,2000,Official figure
Czechia,537226.0,2001,Official figure
Czechia,517743.0,2002,Official figure
Czechia,477743.0,2003,Official figure
Czechia,556853.0,2004,Official figure
Czechia,551681.0,2005,Official figure
Czechia,525560.0,2006,Official figure
Czechia,520084.0,2007,Official figure
Czechia,461086.0,2008,Official figure
Czechia,497946.0,2009,Official figure
Czechia,528186.0,2010,Official figure
Czechia,565419.0,2011,Official figure
Czechia,540705.0,2012,Official figure
Czechia,533040.0,2013,Official figure
Czechia,588060.0,2014,Official figure
Czechia,576534.0,2015,Official figure
Czechia,662253.0,2016,Official figure
Czechia,637553.0,2017,Official figure
Czechia,631811.0,2018,Official figure
Czechia,642825.0,2019,Official figure
Czechia,642000.0,2020,Official figure
Czechia,661000.0,2021,Official figure
Czechia,654000.0,2022,Official figure
Czechia,715462.0,2023,Official figure
Czechoslovakia,886715.0,1961,Official figure
Czechoslovakia,843725.0,1962,Official figure
Czechoslovakia,773771.0,1963,Official figure
Czechoslovakia,782359.0,1964,Official figure
Czechoslovakia,830000.0,1965,Official figure
Czechoslovakia,882641.0,1966,Official figure
Czechoslovakia,926534.0,1967,Official figure
Czechoslovakia,985874.0,1968,Official figure
Czechoslovakia,1046674.0,1969,Official figure
Czechoslovakia,1060538.0,1970,Official figure
Czechoslovakia,1060538.0,1971,Official figure
Czechoslovakia,1073768.0,1972,Official figure
Czechoslovakia,1047087.0,1973,Official figure
Czechoslovakia,1050569.0,1974,Official figure
Czechoslovakia,1072521.0,1975,Official figure
Czechoslovakia,1056201.0,1976,Official figure
Czechoslovakia,1025748.0,1977,Official figure
Czechoslovakia,1031620.0,1978,Official figure
Czechoslovakia,1014936.0,1979,Official figure
Czechoslovakia,992702.0,1980,Official figure
Czechoslovakia,958451.0,1981,Official figure
Czechoslovakia,948185.0,1982,Official figure
Czechoslovakia,943323.0,1983,Official figure
Czechoslovakia,969817.0,1984,Official figure
Czechoslovakia,970000.0,1985,Estimated value
Czechoslovakia,980000.0,1986,Estimated value
Czechoslovakia,970000.0,1987,Estimated value
Czechoslovakia,970000.0,1988,Estimated value
Czechoslovakia,1093926.0,1989,Figure from international organizations
Czechoslovakia,1120720.0,1990,Figure from international organizations
Czechoslovakia,1001566.0,1991,Figure from international organizations
Czechoslovakia,903600.0,1992,Estimated value
Dominican Republic,28000.0,1961,Estimated value
Dominican Republic,29000.0,1962,Estimated value
Dominican Republic,29900.0,1963,Estimated value
Dominican Republic,29000.0,1964,Estimated value
Dominican Republic,29000.0,1965,Estimated value
Dominican Republic,28750.0,1966,Estimated value
Dominican Republic,29150.0,1967,Estimated value
Dominican Republic,29400.0,1968,Estimated value
Dominican Republic,38150.0,1969,Estimated value
Dominican Republic,37800.0,1970,Estimated value
Dominican Republic,37450.0,1971,Estimated value
Dominican Republic,37100.0,1972,Estimated value
Dominican Republic,44500.0,1973,Estimated value
Dominican Republic,51250.0,1974,Estimated value
Dominican Republic,48650.0,1975,Estimated value
Dominican Republic,40400.0,1976,Estimated value
Dominican Republic,48450.0,1977,Estimated value
Dominican Republic,60000.0,1978,Estimated value
Dominican Republic,65000.0,1979,Estimated value
Dominican Republic,65000.0,1980,Estimated value
Dominican Republic,65000.0,1981,Estimated value
Dominican Republic,65000.0,1982,Estimated value
Dominican Republic,65000.0,1983,Estimated value
Dominican Republic,74000.0,1984,Estimated value
Dominican Republic,71500.0,1985,Estimated value
Dominican Republic,81034.0,1986,Official figure
Dominican Republic,84000.0,1987,Estimated value
Dominican Republic,85000.0,1988,Estimated value
Dominican Republic,85000.0,1989,Estimated value
Dominican Republic,91000.0,1990,Estimated value
Dominican Republic,91000.0,1991,Estimated value
Dominican Republic,91500.0,1992,Estimated value
Dominican Republic,91500.0,1993,Estimated value
Dominican Republic,91500.0,1994,Estimated value
Dominican Republic,91500.0,1995,Estimated value
Dominican Republic,91500.0,1996,Estimated value
Dominican Republic,91500.0,1997,Estimated value
Dominican Republic,91500.0,1998,Estimated value
Dominican Republic,91500.0,1999,Estimated value
Dominican Republic,91500.0,2000,Estimated value
Dominican Republic,91500.0,2001,Estimated value
Dominican Republic,91500.0,2002,Estimated value
Dominican Republic,92000.0,2003,Estimated value
Dominican Republic,92000.0,2004,Estimated value
Dominican Republic,92000.0,2005,Estimated value
Dominican Republic,93000.0,2006,Estimated value
Dominican Republic,93000.0,2007,Estimated value
Dominican Republic,93000.0,2008,Estimated value
Dominican Republic,93000.0,2009,Estimated value
Dominican Republic,93000.0,2010,Estimated value
Dominican Republic,93000.0,2011,Estimated value
Dominican Republic,93500.0,2012,Estimated value
Dominican Republic,94000.0,2013,Estimated value
Dominican Republic,94500.0,2014,Estimated value
Dominican Republic,94828.0,2015,Imputed value
Dominican Republic,95060.0,2016,Imputed value
Dominican Republic,95235.0,2017,Imputed value
Dominican Republic,95456.0,2018,Imputed value
Dominican Republic,95688.0,2019,Imputed value
Dominican Republic,95812.0,2020,Imputed value
Dominican Republic,96027.0,2021,Imputed value
Dominican Republic,96206.0,2022,Imputed value
Dominican Republic,96385.0,2023,Imputed value
Ecuador,23000.0,1961,Estimated value
Ecuador,23000.0,1962,Estimated value
Ecuador,24000.0,1963,Estimated value
Ecuador,24000.0,1964,Estimated value
Ecuador,25000.0,1965,Estimated value
Ecuador,25000.0,1966,Estimated value
Ecuador,28000.0,1967,Estimated value
Ecuador,28000.0,1968,Estimated value
Ecuador,30000.0,1969,Estimated value
Ecuador,30000.0,1970,Estimated value
Ecuador,33000.0,1971,Estimated value
Ecuador,33000.0,1972,Estimated value
Ecuador,40000.0,1973,Estimated value
Ecuador,40000.0,1974,Estimated value
Ecuador,46000.0,1975,Estimated value
Ecuador,46000.0,1976,Estimated value
Ecuador,52000.0,1977,Figure from international organizations
Ecuador,55000.0,1978,Figure from international organizations
Ecuador,56000.0,1979,Figure from international organizations
Ecuador,62000.0,1980,Figure from international organizations
Ecuador,60000.0,1981,Estimated value
Ecuador,56000.0,1982,Estimated value
Ecuador,52000.0,1983,Estimated value
Ecuador,48000.0,1984,Estimated value
Ecuador,44000.0,1985,Estimated value
Ecuador,41000.0,1986,Estimated value
Ecuador,40000.0,1987,Estimated value
Ecuador,38000.0,1988,Estimated value
Ecuador,37100.0,1989,Official figure
Ecuador,32600.0,1990,Official figure
Ecuador,36000.0,1991,Estimated value
Ecuador,37500.0,1992,Estimated value
Ecuador,38500.0,1993,Estimated value
Ecuador,39000.0,1994,Estimated value
Ecuador,39000.0,1995,Estimated value
Ecuador,39000.0,1996,Estimated value
Ecuador,39000.0,1997,Estimated value
Ecuador,40000.0,1998,Estimated value
Ecuador,40000.0,1999,Estimated value
Ecuador,41000.0,2000,Estimated value
Ecuador,42000.0,2001,Estimated value
Ecuador,42500.0,2002,Estimated value
Ecuador,43000.0,2003,Estimated value
Ecuador,44000.0,2004,Estimated value
Ecuador,44000.0,2005,Estimated value
Ecuador,44000.0,2006,Estimated value
Ecuador,45000.0,2007,Estimated value
Ecuador,45000.0,2008,Estimated value
Ecuador,45000.0,2009,Estimated value
Ecuador,45000.0,2010,Estimated value
Ecuador,45000.0,2011,Estimated value
Ecuador,45500.0,2012,Official figure
Ecuador,46000.0,2013,Estimated value
Ecuador,46000.0,2014,Estimated value
Ecuador,46049.0,2015,Imputed value
Ecuador,46176.0,2016,Imputed value
Ecuador,46341.0,2017,Imputed value
Ecuador,46531.0,2018,Imputed value
Ecuador,46716.0,2019,Imputed value
Ecuador,47028.0,2020,Imputed value
Ecuador,47103.0,2021,Imputed value
Ecuador,47273.0,2022,Imputed value
Ecuador,47443.0,2023,Imputed value
Egypt,634000.0,1961,Official figure
Egypt,706045.0,1962,Official figure
Egypt,764800.0,1963,Official figure
Egypt,673200.0,1964,Official figure
Egypt,688000.0,1965,Official figure
Egypt,752000.0,1966,Official figure
Egypt,759000.0,1967,Official figure
Egypt,754000.0,1968,Official figure
Egypt,796000.0,1969,Official figure
Egypt,807000.0,1970,Official figure
Egypt,882000.0,1971,Official figure
Egypt,937000.0,1972,Official figure
Egypt,918000.0,1973,Official figure
Egypt,1076000.0,1974,Official figure
Egypt,1155000.0,1975,Official figure
Egypt,1093000.0,1976,Official figure
Egypt,949000.0,1977,Official figure
Egypt,894000.0,1978,Official figure
Egypt,897000.0,1979,Official figure
Egypt,858000.0,1980,Official figure
Egypt,947000.0,1981,Official figure
Egypt,1039000.0,1982,Official figure
Egypt,1099000.0,1983,Official figure
Egypt,1204000.0,1984,Official figure
Egypt,1363000.0,1985,Official figure
Egypt,1406000.0,1986,Official figure
Egypt,1456000.0,1987,Official figure
Egypt,1473000.0,1988,Official figure
Egypt,1668000.0,1989,Official figure
Egypt,1651000.0,1990,Official figure
Egypt,1479000.0,1991,Official figure
Egypt,1415000.0,1992,Official figure
Egypt,1243000.0,1993,Official figure
Egypt,1225000.0,1994,Official figure
Egypt,1238837.0,1995,Official figure
Egypt,1278372.0,1996,Official figure
Egypt,1269730.0,1997,Official figure
Egypt,1384014.0,1998,Official figure
Egypt,1328000.0,1999,Official figure
Egypt,1422721.0,2000,Official figure
Egypt,1485000.0,2001,Official figure
Egypt,1447000.0,2002,Official figure
Egypt,1436682.0,2003,Official figure
Egypt,1436544.0,2004,Official figure
Egypt,1461939.0,2005,Official figure
Egypt,1417465.0,2006,Official figure
Egypt,1352109.0,2007,Official figure
Egypt,1277316.0,2008,Official figure
Egypt,1253229.0,2009,Official figure
Egypt,1139414.0,2010,Official figure
Egypt,1090955.0,2011,Official figure
Egypt,983041.0,2012,Official figure
Egypt,965258.0,2013,Official figure
Egypt,929626.0,2014,Official figure
Egypt,879975.0,2015,Official figure
Egypt,841307.0,2016,Official figure
Egypt,820516.0,2017,Official figure
Egypt,934517.0,2018,Official figure
Egypt,819060.0,2019,Official figure
Egypt,788013.0,2020,Official figure
Egypt,838481.0,2021,Official figure
Egypt,729192.0,2022,Official figure
Egypt,784000.0,2023,Estimated value
El Salvador,50000.0,1961,Estimated value
El Salvador,62500.0,1962,Estimated value
El Salvador,68750.0,1963,Estimated value
El Salvador,70000.0,1964,Estimated value
El Salvador,72000.0,1965,Estimated value
El Salvador,71772.0,1966,Official figure
El Salvador,70592.0,1967,Official figure
El Salvador,70000.0,1968,Estimated value
El Salvador,72000.0,1969,Estimated value
El Salvador,73000.0,1970,Estimated value
El Salvador,78000.0,1971,Estimated value
El Salvador,78000.0,1972,Estimated value
El Salvador,80000.0,1973,Estimated value
El Salvador,81000.0,1974,Estimated value
El Salvador,82000.0,1975,Estimated value
El Salvador,125000.0,1976,Estimated value
El Salvador,105900.0,1977,Estimated value
El Salvador,118600.0,1978,Estimated value
El Salvador,125000.0,1979,Estimated value
El Salvador,126000.0,1980,Estimated value
El Salvador,150000.0,1981,Estimated value
El Salvador,160000.0,1982,Estimated value
El Salvador,180000.0,1983,Estimated value
El Salvador,197660.0,1984,Official figure
El Salvador,198790.0,1985,Official figure
El Salvador,197000.0,1986,Official figure
El Salvador,197000.0,1987,Figure from international organizations
El Salvador,170000.0,1988,Official figure
El Salvador,180000.0,1989,Estimated value
El Salvador,185000.0,1990,Estimated value
El Salvador,186000.0,1991,Estimated value
El Salvador,220000.0,1992,Estimated value
El Salvador,220000.0,1993,Estimated value
El Salvador,220000.0,1994,Estimated value
El Salvador,220000.0,1995,Estimated value
El Salvador,220000.0,1996,Estimated value
El Salvador,220000.0,1997,Estimated value
El Salvador,220000.0,1998,Estimated value
El Salvador,220000.0,1999,Estimated value
El Salvador,215000.0,2000,Estimated value
El Salvador,215000.0,2001,Estimated value
El Salvador,215000.0,2002,Estimated value
El Salvador,215000.0,2003,Estimated value
El Salvador,215000.0,2004,Estimated value
El Salvador,215000.0,2005,Estimated value
El Salvador,215000.0,2006,Estimated value
El Salvador,215000.0,2007,Estimated value
El Salvador,215100.0,2008,Estimated value
El Salvador,215000.0,2009,Estimated value
El Salvador,215100.0,2010,Estimated value
El Salvador,215100.0,2011,Estimated value
El Salvador,215150.0,2012,Estimated value
El Salvador,215150.0,2013,Estimated value
El Salvador,215100.0,2014,Estimated value
El Salvador,215777.0,2015,Imputed value
El Salvador,216072.0,2016,Imputed value
El Salvador,216119.0,2017,Imputed value
El Salvador,216164.0,2018,Imputed value
El Salvador,216105.0,2019,Imputed value
El Salvador,216080.0,2020,Imputed value
El Salvador,216007.0,2021,Imputed value
El Salvador,216030.0,2022,Imputed value
El Salvador,216053.0,2023,Imputed value
Estonia,55900.0,1992,Official figure
Estonia,55000.0,1993,Estimated value
Estonia,53000.0,1994,Estimated value
Estonia,50000.0,1995,Estimated value
Estonia,48000.0,1996,Estimated value
Estonia,19900.0,1997,Official figure
Estonia,20600.0,1998,Official figure
Estonia,20500.0,1999,Official figure
Estonia,23400.0,2000,Official figure
Estonia,37000.0,2001,Official figure
Estonia,47500.0,2002,Official figure
Estonia,50500.0,2003,Official figure
Estonia,34500.0,2004,Official figure
Estonia,32700.0,2005,Official figure
Estonia,33000.0,2006,Official figure
Estonia,38000.0,2007,Official figure
Estonia,29700.0,2008,Official figure
Estonia,24800.0,2009,Official figure
Estonia,27500.0,2010,Official figure
Estonia,28300.0,2011,Official figure
Estonia,26400.0,2012,Official figure
Estonia,41400.0,2013,Official figure
Estonia,39000.0,2014,Official figure
Estonia,46800.0,2015,Official figure
Estonia,47800.0,2016,Official figure
Estonia,49900.0,2017,Official figure
Estonia,48700.0,2018,Official figure
Estonia,49300.0,2019,Official figure
Estonia,47900.0,2020,Official figure
Estonia,50200.0,2021,Official figure
Estonia,55000.0,2022,Official figure
Estonia,52000.0,2023,Official figure
Ethiopia,3500000.0,1993,Estimated value
Ethiopia,3500000.0,1994,Estimated value
Ethiopia,3500000.0,1995,Estimated value
Ethiopia,3549010.0,1996,Official figure
Ethiopia,3364190.0,1997,Official figure
Ethiopia,3100460.0,1998,Official figure
Ethiopia,3386970.0,1999,Official figure
Ethiopia,3220430.0,2000,Official figure
Ethiopia,3327370.0,2001,Official figure
Ethiopia,4399580.0,2002,Official figure
Ethiopia,4200000.0,2003,Estimated value
Ethiopia,4546245.0,2004,Official figure
Ethiopia,4020410.0,2005,Official figure
Ethiopia,4884468.0,2006,Official figure
Ethiopia,4688010.0,2007,Official figure
Ethiopia,5146990.0,2008,Official figure
Ethiopia,4598226.0,2009,Official figure
Ethiopia,5130322.0,2010,Official figure
Ethiopia,4993815.0,2011,Official figure
Ethiopia,5207300.0,2012,Official figure
Ethiopia,5124228.0,2013,Official figure
Ethiopia,5885263.0,2014,Official figure
Ethiopia,5916100.0,2015,Official figure
Ethiopia,6189329.0,2016,Official figure
Ethiopia,6523969.0,2017,Official figure
Ethiopia,7075188.0,2018,Official figure
Ethiopia,6958004.0,2019,Official figure
Ethiopia,6986100.0,2020,Official figure
Ethiopia,5982336.0,2021,Official figure
Ethiopia,6228909.0,2022,Imputed value
Ethiopia,6794876.0,2023,Imputed value
Ethiopia PDR,2400000.0,1961,Estimated value
Ethiopia PDR,2400000.0,1962,Official figure
Ethiopia PDR,2500000.0,1963,Estimated value
Ethiopia PDR,2500000.0,1964,Estimated value
Ethiopia PDR,2600000.0,1965,Estimated value
Ethiopia PDR,2600000.0,1966,Estimated value
Ethiopia PDR,2600000.0,1967,Estimated value
Ethiopia PDR,2700000.0,1968,Estimated value
